user_id,total_interaction_count
31178340,566
31183701,1022
31185970,229
31190628,3811
31192881,114
31207229,1779
31208829,80
31210346,477
31245197,192
31269707,142
31298818,733
31309091,2642
31331524,1087
31408686,420
31413542,386
31433604,309
31435351,164
31446692,7239
31449327,1380
31456426,992
31456519,3058
31463929,813
31464363,374
31471752,135
31495737,265
31503308,3029
31538214,107
31557701,838
31559991,25
31565417,610
31612475,873
31663890,4874
31667005,383
31685709,1165
31700289,827
31717348,1583
31717469,512
31723437,510
31727427,1645
31729893,760
31732015,5261
31735497,2450
31751984,698
31777926,651
31779961,1052
31815166,23
31816906,300
31850208,1106
31872335,883
31879400,666
31883407,567
31888245,142
31922219,362
31937102,1463
31942750,2586
31943268,267
31943943,1227
31979461,643
31986029,154
31993013,1865
31994149,33
31997910,761
32006957,638
32019585,723
32033919,971
32044541,636
32054639,1521
32059002,1580
32099325,912
32099605,86
32126202,511
32145882,387
32168566,1252
32181249,1348
32185277,1628
32191955,550
32198657,3650
32203843,614
32281684,1473
32291040,1004
32303347,2317
32303536,596
32334610,1281
32349430,253
32353000,87
32353187,1685
32377098,2783
32386327,2
32399786,1135
32417348,191
32432926,1216
32435644,405
32438624,1529
32445953,1112
32473312,221
32474658,1129
32489057,19
32495375,1651
32506286,694
32510862,197
32535404,309
32541073,1014
32562103,3270
32562124,146
32572266,865
32616448,548
32621604,242
32623505,1502
32681100,1247
32684812,1347
32686647,666
32695127,2025
32699108,1168
32701795,142
32728520,251
32738038,2712
32752153,404
32755257,282
32792857,469
32800923,702
32812781,175
32831611,1093
32837469,704
32845489,734
32851381,955
32874098,1758
32881965,58
32903403,790
32919395,676
32922636,683
32927277,1138
32992894,290
33005419,206
33019836,2128
33039526,1519
33050706,1028
33054630,678
33077425,3283
33113697,1000
33116829,3258
33162726,1244
33166824,1258
33173119,959
33182580,235
33213066,1304
33217959,594
33240232,836
33245877,260
33251710,439
33258136,526
33259936,820
33298619,2007
33303512,4495
33315048,1559
33356728,2350
33359405,1309
33360839,40
33366026,197
33366958,481
33371922,2535
33388747,191
33403236,935
33424560,2964
33448326,3325
33463484,7180
33503479,750
33513319,377
33517755,837
33535844,1725
33539471,675
33544881,1573
33549970,459
33563000,408
33596774,3017
33614374,434
33622339,425
33649704,820
33660702,872
33674599,1124
33682194,2421
33685148,314
33687452,279
33700619,703
33729290,165
33739321,1525
33739957,68
33744583,536
33770972,1740
33797179,7080
33802383,1906
33808787,4150
33816024,625
33824579,561
33829137,1057
33838299,594
33852986,755
33859718,100
33894073,51
33896091,245
33909374,132
33934755,264
33940605,136
33956087,1399
33956784,197
33984927,7051
33987590,886
34014128,284
34064404,128
34104714,1121
34105528,265
34127078,188
34148166,852
34163245,3928
34166947,1232
34187941,2254
34194469,831
34195604,1733
34202353,402
34215574,1231
34232226,915
34251089,1237
34294025,95
34301104,334
34305614,5276
34313030,285
34318191,1685
34320306,676
34346607,834
34358449,1273
34391377,1391
34393089,1024
34399720,417
34403746,1275
34404169,1023
34413445,2215
34424883,9635
34426955,283
34442641,1373
34453652,4011
34475118,888
34477360,326
34495668,1824
34552652,1330
34553782,6572
34565215,545
34566759,1215
34576265,433
34578527,2794
34598350,111
34604818,253
34605051,1370
34611680,1152
34648649,855
34662425,760
34665001,756
34693663,706
34702432,946
34723367,2340
34731828,560
34757104,365
34761884,1033
34769733,167
34771223,494
34795094,996
34798610,183
34798858,1767
34806909,164
34830417,1036
34859812,142
34891822,701
34933963,803
34948661,311
34978960,397
34994624,391
34997471,455
35014928,2080
35019298,420
35048740,270
35050906,132
35071707,294
35074988,459
35087975,142
35095494,2512
35096341,789
35112986,331
35126807,547
35148772,2416
35168420,2
35193012,527
35202757,1267
35205411,972
35217215,297
35254146,686
35264701,547
35272739,4740
35277878,112
35306096,3536
35324602,1612
35338207,1065
35342036,1534
35354529,337
35389479,2566
35399865,94
35427753,191
35428862,1314
35465102,1140
35465890,456
35473939,97
35474544,640
35525691,182
35527078,131
35534976,495
35603682,305
35604043,545
35604404,98
35604872,299
35619826,675
35636139,139
35639435,380
35644209,440
35653683,2846
35657002,406
35669832,1269
35699755,2101
35709243,4600
35721757,1748
35722058,363
35739934,1473
35745255,3595
35758348,4664
35758737,2094
35773124,244
35799041,1845
35806116,1539
35817682,2110
35829490,746
35849648,2135
35853904,785
35860790,1562
35896466,148
35898338,61
35919625,499
35921923,974
35927774,9
35935190,3
35941637,992
35948167,2389
35967319,191
35967863,2344
35974755,574
35997460,461
36005648,41
36090137,2151
36103708,205
36110156,385
36120931,31
36142170,810
36164872,410
36166284,1733
36172877,646
36233277,31030
36246846,447
36247519,1881
36247777,265
36250912,375
36306202,1111
36308952,102
36313887,61
36317221,561
36320937,28
36339188,3228
36360174,1264
36370250,262
36394520,13
36404374,1304
36417444,787
36430492,274
36445695,170
36450170,1104
36457777,845
36471333,1062
36481168,73
36497409,5980
36508157,2666
36513563,2803
36517589,1890
36519979,381
36525698,4989
36542583,1074
36560243,685
36561036,5305
36564172,1136
36574688,5773
36582945,1695
36593288,6054
36638003,167
36648599,97
36673681,944
36703106,1473
36713639,154
36724667,1328
36738292,1702
36751669,1479
36757197,423
36760677,191
36764652,3684
36778947,81
36808723,1707
36863326,539
36885666,121
36886776,2559
36904941,457
36912686,225
36918674,2945
36932158,1425
36936257,671
36953591,3319
36964346,1403
37004434,419
37008188,668
37017723,385
37019520,35
37054928,461
37064529,2802
37073011,281
37120790,801
37167350,730
37184570,278
37206341,1494
37208119,2677
37209969,1395
37218187,2456
37234220,41
37238566,769
37271419,1074
37275754,1488
37305183,1641
37309352,2294
37335665,127
37338448,1819
37357777,8902
37402030,1906
37405144,1098
37409400,2377
37422648,4
37426111,4129
37447725,2079
37456519,1120
37474821,19
37485293,730
37545822,931
37552619,301
37554907,5123
37557912,394
37563035,334
37573814,1188
37600724,321
37601526,2485
37627350,1387
37638767,345
37648682,6483
37652869,2420
37671999,10657
37690066,275
37693647,30
37701876,2643
37708452,676
37709773,272
37711820,1928
37737164,337
37756852,305
37766845,745
37779911,87
37780288,4651
37817890,13
37820897,174
37844114,2394
37880189,1855
37923588,1167
37950224,1805
37951207,12
37959671,756
37970818,948
37981108,2183
37993178,106
37995555,1992
38010001,893
38011304,478
38016396,249
38019351,231
38048555,937
38067964,161
38103038,359
38138471,868
38141991,2435
38173093,155
38181340,3884
38190551,282
38219792,646
38222533,1118
38223900,231
38227021,841
38269947,545
38294231,1119
38306238,130
38357931,1853
38373526,1440
38387226,2892
38478428,1725
38479843,594
38481691,575
38487066,223
38526756,567
38538148,53
38546869,555
38556307,496
38580934,1925
38588481,5181
38597498,158
38638142,2790
38642555,659
38659327,388
38673719,414
38699008,2179
38711762,685
38727575,423
38767724,69
38782215,2772
38839327,12015
38846318,8
38855741,2173
38869693,747
38885211,421
38897535,910
38913959,1018
38915660,1705
38935686,1591
38949342,301
38965559,116
38968501,2699
38968550,378
38997101,436
39017588,432
39039752,2097
39066078,2163
39079609,322
39090755,1974
39095072,19
39096760,164
39108941,2526
39112469,530
39128743,452
39141608,287
39159742,514
39201973,3727
39222343,1613
39248540,755
39280271,545
39283381,1782
39301597,1007
39321004,248
39324037,1320
39331817,348
39367110,2309
39368828,646
39379065,1545
39395202,1496
39413973,2511
39416908,701
39420666,2925
39421120,1587
39427521,1788
39430343,1141
39431130,1905
39441936,71
39445216,1387
39454183,2779
39470978,580
39497489,847
39526193,7282
39531225,45
39544337,1103
39576434,831
39602501,778
39609119,1043
39619583,982
39630527,776
39631533,263
39660335,581
39675115,846
39690010,583
39741393,452
39744838,157
39751143,1155
39763083,949
39775594,91
39780652,1862
39789041,239
39789593,1042
39825915,944
39831836,602
39841304,1508
39848859,876
39849534,1234
39861556,640
39875541,394
39876312,587
39880792,1364
39883816,85
39903978,651
39912392,24
39912401,3376
39927445,163
39932070,1119
39933731,184
39939822,578
39951811,1150
39980640,194
39980859,783
40014282,25
40026875,588
40070893,560
40081301,392
40109600,101
40117023,757
40122764,820
40137551,2044
40163921,173
40164889,850
40167124,1308
40174741,603
40211203,3960
40226923,2153
40230576,252
40246206,358
40259154,139
40282906,709
40304574,192
40310645,639
40348089,316
40358819,110
40364499,3432
40364641,2742
40423397,622
40431183,1572
40438806,1615
40456641,1306
40459733,2509
40492706,453
40543017,184
40551843,5
40555711,62
40557275,953
40586226,1496
40605509,491
40607709,1372
40694580,52
40711894,1345
40719208,1305
40727661,544
40729803,293
40729947,3345
40734813,863
40759239,551
40781736,1824
40786964,320
40788357,202
40798219,590
40814715,1036
40815020,852
40822060,456
40826918,1422
40831109,1117
40833290,1163
40873042,643
40884180,473
40893979,4
40917063,1022
40917728,939
40973276,4284
40974590,464
40978309,1388
40979555,1654
41017872,4209
41021470,549
41034768,857
41037826,1069
41079190,355
41081290,816
41103398,1739
41107544,784
41120025,207
41138904,1106
41158917,893
41182866,790
41200428,192
41211181,1329
41219954,3
41228489,614
41233588,934
41261027,491
41265943,346
41267769,1697
41268198,3350
41279667,1403
41286340,2545
41291540,310
41309171,104
41320562,1631
41324527,1935
41333358,447
41349842,197
41388946,1978
41440011,1054
41442365,516
41449959,614
41465121,125
41487930,621
41509515,355
41539251,383
41547180,814
41564229,739
41566029,722
41575513,885
41584192,3044
41599542,273
41650796,640
41671149,928
41705089,593
41718632,836
41731853,8
41745316,1735
41745786,1571
41753507,423
41774315,565
41786809,430
41789801,425
41798966,3334
41818010,381
41825235,137
41831177,1837
41865396,1454
41868482,339
41872955,962
41890917,742
41897121,15
41907729,1262
41919803,1038
41929479,1169
41938273,2256
41979181,1649
41986120,253
41986655,4189
41993155,736
42012969,637
42021027,188
42024448,301
42031986,1802
42049337,2461
42049679,1186
42063682,1015
42085231,1073
42089925,2423
42111305,1111
42112755,350
42113872,1986
42137404,141
42170243,1017
42208524,2828
42210592,860
42213703,1090
42225359,17
42227520,940
42248597,172
42277201,163
42281108,103
42340446,24
42356075,471
42391011,728
42407685,416
42427256,864
42447641,694
42450575,1055
42453068,73
42461054,694
42479497,809
42501145,3050
42503802,416
42526349,1261
42527310,296
42565296,517
42599112,4249
42601828,311
42636726,204
42653201,653
42653601,1456
42676532,792
42677791,810
42681705,161
42694858,1169
42719621,406
42723928,494
42743566,2678
42756881,366
42768689,164
42801008,49
42819104,138
42844200,313
42851945,817
42864059,909
42879294,1054
42924297,191
42930798,2556
42966250,1205
42973948,1835
42982005,607
42986678,1497
42993694,216
43022968,1257
43032378,3089
43042442,1129
43051852,7111
43052420,3741
43056888,162
43072618,2219
43084101,547
43109583,586
43136382,2490
43139118,798
43150394,3381
43186720,1354
43234037,367
43235372,53
43238774,1078
43245800,681
43250746,4118
43264060,801
43284343,2476
43288343,1330
43294769,793
43300693,3014
43348892,763
43349674,668
43380742,426
43399261,1940
43409746,470
43445641,967
43468469,2888
43472060,1939
43488815,1081
43491458,1149
43522898,353
43545603,412
43586684,2481
43587789,260
43592945,3551
43600529,168
43603561,813
43621565,1272
43622802,450
43624984,1375
43626933,2113
43631068,2284
43645191,168
43660726,1226
43729347,1351
43735631,495
43738222,980
43759361,76
43761964,378
43794910,4476
43796808,1047
43801317,80
43803932,2053
43841794,377
43855246,5145
43856355,158
43857558,3372
43858783,329
43864355,2239
43864538,4255
43865641,1123
43916471,770
43931030,356
43953561,172
43971939,119
43979611,438
43983889,552
43987061,326
43991184,179
44005966,2156
44013360,452
44041747,839
44048864,172
44057668,212
44059193,2449
44073291,336
44076621,424
44088250,166
44109897,977
44130547,1368
44138845,947
44140222,1889
44144817,523
44152472,438
44154986,2621
44189601,954
44193672,4704
44220176,221
44221621,205
44224665,1200
44247352,195
44267557,231
44317470,89
44324837,2375
44365875,2360
44381467,1680
44389792,2077
44392514,1831
44397875,37
44416128,57
44431225,163
44433489,241
44444422,844
44445119,407
44446177,408
44448258,42
44462249,430
44479518,1912
44492877,302
44500908,1019
44503140,718
44521455,266
44542843,805
44547812,25
44567219,8
44573524,487
44580650,750
44614693,243
44632141,73
44640814,1306
44663398,369
44683766,934
44706382,676
44710562,1436
44711100,1499
44725106,502
44738368,1427
44748590,1725
44806939,5238
44808401,562
44817147,1713
44849978,568
44850256,377
44875328,236
44880226,2093
44908934,2419
44909131,1118
44914992,521
44961770,35
44976866,121
44981629,523
44985159,25
45021776,51
45022376,370
45051306,615
45069561,692
45073084,857
45074656,313
45079225,639
45081001,2861
45094965,472
45101614,389
45133531,480
45149630,147
45159377,79
45163199,43
45180723,297
45206837,356
45208426,168
45253676,1069
45258440,256
45285339,661
45317186,282
45360868,2559
45384478,2378
45398630,90
45405795,316
45433328,3497
45434795,55
45460855,180
45463421,2186
45473276,3313
45487249,604
45519798,190
45541267,137
45542148,337
45543836,79
45544099,574
45563112,2337
45581890,140
45598577,524
45612771,118
45616833,402
45620035,1327
45642765,70
45649071,12347
45659906,1549
45660059,1959
45714300,201
45743550,6484
45754541,552
45772052,993
45773960,436
45795160,173
45796530,991
45801743,478
45820472,112
45824154,979
45865960,2425
45881494,9
45892186,682
45897708,808
45900362,395
45921788,1745
45926523,1872
45943442,1813
45966877,4072
45986000,51
46010057,631
46010609,536
46011980,245
46023224,2899
46037072,176
46043523,808
46058933,46
46066007,2994
46086237,123
46094459,601
46112521,821
46129619,69
46133505,3180
46143156,1159
46207221,78
46231195,1320
46241573,117
46247152,1243
46249710,218
46274658,3365
46288368,1340
46312993,502
46313814,1869
46327874,691
46334333,577
46344003,756
46349725,422
46351917,11
46375902,463
46387925,55
46405869,797
46408460,254
46428221,6034
46433093,286
46445715,830
46448251,6
46455628,157
46468680,1285
46468716,376
46482511,1270
46483165,1642
46485348,791
46486820,418
46515907,443
46523853,1033
46591450,301
46598584,1309
46607628,1371
46610519,1428
46611643,448
46661434,114
46661935,3761
46669341,272
46716857,57
46728090,947
46793743,1111
46830856,247
46840769,110
46877762,329
46914246,1313
46945718,118
46955464,714
46978329,367
46989305,440
46997903,804
47009589,413
47011604,363
47038183,2784
47043568,278
47047755,278
47060411,3785
47063673,430
47065671,3510
47065920,785
47068102,35
47069591,51
47071587,376
47074069,396
47087121,771
47090672,712
47106355,657
47109361,2660
47109924,1028
47128004,711
47136810,1643
47137081,290
47152738,953
47153697,2305
47220515,1013
47237907,1322
47241390,1752
47248096,414
47257431,1877
47272457,424
47289191,1502
47293396,4482
47293645,233
47294743,109
47296218,1084
47318955,98
47321502,6
47321903,2231
47328088,5185
47333914,876
47399128,104
47410940,223
47416853,1478
47428428,2471
47436377,332
47439748,1204
47534581,641
47548482,1065
47551029,5551
47592059,248
47630700,383
47675537,1417
47679514,279
47693061,1362
47710892,363
47720492,826
47727944,427
47735893,984
47753824,908
47763414,38
47780833,220
47792171,185
47813095,2730
47825067,298
47874120,4656
47883477,90
47888992,878
47899491,756
47908754,1289
47924940,298
47942346,736
47961060,586
48059114,831
48099335,771
48123195,916
48144461,275
48186482,761
48236976,966
48255673,1558
48258563,860
48270094,2731
48292690,1156
48304965,345
48315003,176
48327589,2163
48377656,1045
48409126,518
48420009,562
48425797,378
48434349,23
48445034,3704
48462900,481
48467850,150
48468739,1311
48470191,3549
48480943,591
48505064,139
48509295,3159
48510598,426
48619165,1546
48677702,5942
48689754,438
48700638,1356
48702002,224
48722344,532
48752418,5785
48767456,3279
48776635,5585
48777158,1202
48793683,8365
48809451,1984
48814012,363
48830771,72
48836510,5680
48851432,263
48862112,343
48862784,254
48867580,1344
48885147,2689
48890303,358
48897519,2348
48908899,2418
48920955,1566
48942128,801
48951212,703
48952279,907
48962129,129
48962145,884
49000569,1020
49002030,440
49003690,1921
49007368,268
49007854,477
49007972,461
49026431,889
49046459,421
49068752,1415
49088987,380
49105165,598
49176199,233
49189791,1511
49189810,3557
49243199,602
49252659,388
49272447,153
49273084,303
49279997,411
49285159,145
49296993,730
49303053,480
49337150,1230
49362840,583
49371675,1171
49394233,5393
49396813,1691
49421729,1382
49429733,1858
49452583,2183
49456764,433
49458175,614
49461201,177
49512453,1270
49520808,1285
49542384,4440
49546726,3207
49566088,278
49572212,22
49579858,329
49598175,33
49608592,430
49610523,590
49614536,848
49622041,671
49646570,3500
49660995,285
49683822,1035
49755294,674
49772948,1083
49784280,164
49787656,1078
49804930,560
49815803,820
49823478,240
49830169,869
49841922,1213
49844654,1147
49847741,948
49848032,2325
49871598,1048
49893764,2041
49896332,683
49904939,752
49911829,377
49935957,85
49943190,1419
49949443,234
50010860,2066
50020786,1633
50030868,887
50033888,86
50042882,623
50062533,430
50066882,1313
50071113,395
50088028,807
50099861,373
50145534,300
50146318,32
50157359,47
50157444,81
50169478,1228
50196156,1757
50197899,1535
50198894,112
50200830,671
50208513,11
50242093,196
50244004,2617
50312283,718
50312387,637
50323186,1221
50331917,202
50343169,1389
50343267,566
50346435,2122
50347397,24
50349864,594
50355045,206
50372642,843
50430840,328
50443823,1202
50478366,560
50530013,80
50553250,3396
50555770,31
50597161,189
50608870,27
50616987,208
50627823,337
50641447,826
50660286,651
50672934,740
50673557,5665
50698254,344
50703618,833
50704206,150
50706256,423
50721809,605
50728797,107
50743966,515
50747233,417
50759397,1968
50764909,1024
50777514,649
50782707,128
50802614,315
50823792,1141
50834210,555
50857110,963
50864448,22
50871193,293
50900446,637
50904788,5903
50905621,17
50914255,597
50927089,885
50960524,859
51013339,2304
51026496,722
51053646,994
51059755,1571
51065301,11
51085123,545
51098608,3473
51099335,942
51123305,2791
51169540,1286
51176209,529
51204443,702
51223653,427
51233471,394
51234996,604
51298155,264
51311734,958
51326262,2043
51341836,5554
51402536,664
51411267,178
51417755,158
51426415,1534
51429394,990
51431196,1122
51435164,6071
51435191,1051
51436651,81
51455170,1322
51473167,161
51492142,9403
51503232,2199
51597514,752
51602649,813
51612422,1328
51619092,91
51666038,830
51688276,1757
51689371,1890
51703365,547
51724638,250
51763538,2767
51771947,379
51778843,92
51843348,191
51852920,101
51880896,846
51926383,363
51926941,6690
51932351,486
51940848,3782
51945411,659
51946048,381
51948061,88
51969724,58
51969859,249
52042648,987
52046180,583
52057006,2133
52066451,23
52072237,1102
52110227,1743
52116816,1943
52137505,506
52196654,440
52256064,1373
52302535,1775
52316129,641
52368085,2319
52372344,454
52394552,770
52395429,1360
52411237,883
52416277,489
52431232,280
52448630,866
52461307,19
52505405,2671
52512070,170
52523285,678
52523404,571
52525317,1447
52534043,3393
52548753,1503
52559406,3470
52571164,912
52577851,13419
52578253,862
52580712,2552
52588100,332
52589143,921
52592137,174
52610344,993
52610714,2081
52622361,725
52655107,46
52660721,6640
52665292,36
52683211,936
52741439,851
52749694,455
52757653,205
52763242,1254
52772551,12488
52785857,1645
52795855,614
52797666,294
52807388,136
52808446,2158
52820979,190
52824803,73
52825214,926
52842050,2135
52844100,523
52853607,958
52891027,1734
52892259,982
52895098,3336
52951149,1185
52953942,589
52957351,3389
52986601,432
52987418,19
53002589,1464
53026057,184
53027024,7982
53027238,927
53046771,518
53051494,1027
53080199,12037
53119472,273
53135843,261
53150140,6318
53154333,959
53162708,1715
53167968,1618
53181731,609
53219515,2139
53227937,1616
53235769,1361
53245132,1482
53247630,105
53253442,436
53281938,163
53308425,384
53364820,607
53391754,265
53396017,493
53406644,588
53416987,2480
53438473,2163
53451276,575
53470960,407
53472380,82
53476899,307
53516043,148
53517495,692
53527205,39
53538099,2667
53552500,943
53560831,3202
53568053,3079
53569008,2100
53621147,1034
53629148,242
53640860,175
53647731,671
53672814,858
53687535,1671
53688011,768
53688809,407
53693834,68
53708814,2282
53711406,420
53733006,101
53751383,983
53767362,96
53779445,2292
53788912,3619
53788959,63
53791136,12
53797092,2834
53831524,1133
53881441,384
53899840,1322
53910293,338
53916276,4091
53920496,149
53933746,371
54003632,2589
54007195,3425
54025878,652
54052732,254
54053723,439
54072669,1835
54073830,90
54117782,404
54133893,2235
54144399,1122
54168401,3390
54172442,1491
54187558,710
54200331,424
54204561,1122
54204970,282
54206477,259
54214799,3063
54233520,921
54242064,564
54254339,1217
54258366,739
54276328,593
54279484,808
54287358,1124
54299599,1908
54330314,1784
54330697,223
54340712,1400
54345635,375
54365017,148
54368655,103
54369998,285
54373708,1191
54388253,1324
54404822,767
54423533,4687
54450830,1296
54459439,186
54465497,110
54476739,894
54481329,222
54482567,34
54492776,1355
54522131,780
54547365,408
54554843,1455
54572872,467
54575694,2362
54586263,1666
54590569,1620
54597316,18
54598175,380
54658244,3445
54658786,1811
54660744,1466
54666554,3043
54668253,202
54669909,1440
54683876,497
54691351,246
54704248,504
54707710,681
54711585,1081
54725247,5901
54747189,57
54769390,532
54771046,1446
54777788,89
54798076,181
54827821,552
54914362,172
54917114,243
54922233,2547
54949966,1118
54962988,456
54970164,1358
54994098,998
55035700,687
55037704,114
55050954,2232
55053280,127
55055762,2629
55060722,751
55101915,1162
55136020,650
55141244,806
55178016,502
55192254,4380
55192915,1751
55193222,103
55207467,5357
55219760,278
55252215,2012
55257797,2598
55265236,2778
55274592,562
55275004,464
55305887,1670
55333272,27
55345737,36
55369150,468
55381200,6449
55415825,821
55440618,449
55441310,242
55456593,62
55467860,720
55487726,410
55501034,1638
55528877,181
55530513,1055
55548424,1235
55556537,646
55561552,702
55575058,1364
55576078,598
55588418,1505
55588786,344
55603065,604
55605483,4241
55619772,314
55639966,675
55668630,666
55685159,2027
55694827,398
55721608,481
55749305,1647
55764582,366
55766107,237
55821833,970
55828617,492
55832101,3
55832398,3770
55836212,929
55864105,80
55882028,308
55884426,346
55889877,1287
55890664,882
55948598,1056
55961337,113
55975460,1543
56002069,1182
56009546,839
56045820,668
56053530,4010
56063372,1395
56096607,475
56105906,353
56119326,542
56124730,441
56161120,751
56167258,548
56186882,991
56199602,831
56201536,151
56205838,1002
56210078,1773
56219133,183
56245076,3768
56259246,1576
56265199,1144
56278193,1668
56279008,257
56296919,1550
56346664,663
56367782,1024
56373208,569
56376570,2738
56377036,669
56399419,630
56410564,701
56423900,547
56444539,1651
56462249,9378
56466888,759
56472082,746
56473138,936
56481977,1654
56491938,1445
56498242,2173
56498516,2249
56528086,775
56539722,684
56541900,1819
56554346,885
56558948,2471
56560718,6267
56575580,3167
56591452,764
56592437,589
56646633,376
56649801,470
56652874,100
56653402,6048
56676769,2247
56690952,6656
56708793,4226
56709846,351
56735134,1854
56756873,1006
56790163,2515
56797391,2047
56800934,1712
56820067,593
56823809,1190
56830095,4185
56840376,1294
56845243,434
56868935,407
56878355,604
56879645,572
56886732,2292
56892801,4229
56905856,366
56920355,584
56946643,247
56960895,186
56970308,123
56972597,71
56978241,742
56981425,1139
56995817,230
56997547,895
57015662,1396
57033180,952
57041703,1155
57047656,357
57062999,679
57074474,166
57080557,762
57097264,2662
57105532,8221
57115045,139
57122531,22
57140122,277
57160373,482
57175975,1629
57190135,1381
57233563,159
57273009,715
57275898,1190
57295673,1774
57299030,191
57301300,1775
57350677,817
57357642,24
57386575,2641
57391950,2099
57406426,47
57408837,1508
57432185,1109
57432644,408
57447913,3005
57450756,321
57454165,1560
57475934,776
57499087,1751
57518362,954
57548588,671
57577068,1026
57593115,1186
57607228,2354
57618932,556
57625459,107
57628198,1382
57636921,5241
57638892,1147
57664277,257
57672659,690
57685274,455
57695809,640
57728595,2377
57773119,788
57787294,1198
57808521,1905
57810665,327
57824292,2128
57834315,401
57843315,608
57846106,348
57857118,3831
57861697,359
57877811,767
57921246,153
57934665,125
57938833,230
57940111,629
57949136,4166
57950413,362
57954612,16
57981025,4980
58008140,802
58011702,190
58040963,194
58072344,247
58089074,571
58089987,1800
58129501,393
58134314,5211
58156669,487
58157288,910
58173672,36
58188922,2063
58199565,917
58207246,2310
58207544,3921
58207688,234
58238111,1485
58280056,567
58327324,310
58333326,291
58391417,648
58422836,804
58423360,719
58437782,2483
58444103,443
58456864,2375
58468151,248
58479383,874
58483297,432
58538583,304
58559704,1206
58581609,5921
58585610,261
58663495,406
58727397,435
58757200,224
58778870,723
58784511,395
58805712,603
58812216,4692
58814819,551
58843715,1264
58849452,2634
58871895,1855
58874603,558
58902373,2711
58992390,2389
59012689,397
59056293,488
59057185,239
59076389,634
59076519,1748
59106109,1398
59114937,853
59127123,1831
59127538,1188
59131217,2565
59138148,153
59144894,435
59167469,451
59172718,12
59174013,833
59178238,940
59182141,665
59214580,3793
59241675,362
59244307,212
59247271,1137
59248477,3739
59270559,905
59283998,8
59286093,374
59302934,230
59317386,136
59318036,674
59323197,391
59354562,1368
59394022,830
59412514,896
59413510,4348
59419662,389
59422637,4398
59462013,1013
59473714,871
59480165,812
59495705,490
59511789,20129
59518778,472
59540963,1456
59547613,487
59564210,2727
59567091,10808
59575247,755
59621698,822
59622953,1052
59627027,1078
59648886,436
59654133,537
59659116,7378
59660896,2481
59674270,1338
59688022,967
59691950,955
59698667,336
59705015,753
59731095,2075
59736074,466
59737169,843
59746563,470
59763374,594
59766636,214
59767111,169
59779793,3824
59781040,891
59781337,5123
59783248,2203
59791208,2732
59797150,538
59831058,3244
59833454,312
59860644,547
59864388,3655
59894542,1095
59906101,78
59915320,2303
59921221,1466
59934685,407
59951693,982
59984080,106
60014035,83
60030689,727
60032019,423
60032762,7619
60051601,1158
60058718,280
60059149,38
60069670,127
60079613,3324
60112819,173
60155217,176
60159990,2903
60203830,1151
60238437,688
60239656,1292
60248227,744
60296951,2198
60301498,597
60314888,1490
60320022,1299
60330578,1863
60351038,817
60352954,737
60366651,3329
60386008,584
60408225,384
60419145,945
60431657,196
60441587,261
60457466,772
60479111,786
60481646,237
60495861,810
60497165,38
60498346,213
60532141,135
60534988,13
60535085,1456
60550509,631
60559051,1219
60575815,3857
60615660,1198
60625397,6508
60641267,142
60643405,467
60660094,182
60660467,1174
60674956,1363
60686963,1735
60695400,1038
60702257,32
60724505,539
60729896,469
60734132,1413
60753044,1756
60756149,869
60802346,880
60802539,180
60815533,338
60826253,428
60879635,1684
60890401,534
60899990,211
60944296,383
60964944,1301
60988267,530
61015468,502
61058989,388
61068008,2523
61114029,399
61121803,1865
61134251,1483
61162561,675
61189033,468
61200152,579
61209536,222
61219560,1577
61228049,1401
61247967,436
61254091,99
61259086,1032
61269594,2536
61328324,282
61336461,3552
61342536,590
61375478,45
61385318,536
61392570,745
61409141,326
61440941,177
61443186,582
61453950,3534
61454609,108
61457956,6002
61459598,3683
61472535,1810
61485943,326
61506078,1714
61513100,394
61534398,40
61536684,991
61561686,562
61570016,1948
61596634,4761
61626834,1411
61626894,3217
61627054,3686
61628772,1296
61636536,155
61644490,3218
61646487,27
61657695,209
61664752,827
61692878,1520
61718224,1841
61739067,1107
61740927,983
61743492,1257
61754447,1332
61759149,671
61775192,49
61779777,372
61809502,645
61811087,453
61887588,1014
61925056,3012
61948623,1173
61966309,712
61974693,237
61975328,872
62007671,1345
62024754,3605
62029939,384
62034800,607
62042013,2386
62043708,1153
62068426,5262
62073731,3450
62090894,2615
62107563,138
62118780,93
62124329,667
62126989,631
62142957,3841
62173755,728
62177780,1577
62192186,955
62225943,943
62290638,330
62305709,360
62320046,1001
62324857,130
62334433,242
62355811,542
62359568,550
62360262,7478
62364748,1553
62373202,1959
62393322,1078
62394339,1388
62409605,1518
62443822,323
62458338,1226
62478205,763
62492081,85
62546002,243
62560245,1773
62569699,1132
62571710,3318
62575215,892
62579531,26
62580886,506
62581364,2641
62585019,122
62585395,858
62603444,2481
62603897,598
62639453,1088
62672024,568
62699395,126
62733933,217
62740391,851
62764698,993
62764948,3702
62781637,641
62786039,247
62806088,37
62808447,625
62809951,1092
62826060,2275
62833198,458
62857495,109
62871223,427
62875614,1109
62879516,548
62889051,1375
62901515,81
62918630,258
62925833,347
62941911,207
62944161,369
62944220,233
62969316,456
62989125,91
62989173,904
62994612,869
63001216,819
63052028,3100
63080911,940
63082966,258
63084469,634
63159938,1018
63164461,927
63174613,932
63176270,3423
63178759,440
63183196,110
63223782,269
63245692,1758
