item_category,buy,cart,fav,pv
2120,4,2,4,140
2121,0,0,0,14
2122,11,18,7,208
2123,0,0,0,1
2128,2,10,0,89
2129,3,15,5,291
2130,40,26,19,1136
2131,1,3,0,52
2132,2,9,12,312
2133,0,1,1,105
2134,1,0,2,23
2135,0,0,0,5
2136,1,1,4,33
2137,0,3,0,63
2139,0,0,0,12
2142,0,0,0,2
2144,0,0,0,7
2146,0,0,0,1
2147,2,20,1,406
2148,0,0,0,1
2150,0,0,1,13
2151,0,2,0,39
2153,154,354,139,6957
2154,0,2,1,29
2156,10,4,1,161
2157,1,1,1,36
2158,29,62,17,1796
2159,2,12,2,227
2160,18,54,24,822
2162,1,0,0,38
2163,1,1,2,284
2164,0,0,1,16
2167,4,5,4,37
2170,15,60,56,1811
2171,0,0,0,9
2172,0,0,0,12
2173,0,0,1,85
2174,1,1,1,36
2175,3,30,52,1165
2177,15,55,26,1579
2178,34,11,1,118
2180,0,0,0,2
2182,0,0,0,2
2183,0,1,6,366
2184,0,0,0,549
2185,1,5,2,80
2186,0,0,0,6
2190,0,0,0,12
2191,2,1,0,35
2192,1,6,2,71
2196,0,0,0,4
2197,3,6,6,172
2198,5,14,1,352
2199,10,13,5,232
2200,0,1,0,24
2201,0,0,2,25
2202,6,14,20,820
2203,0,0,0,48
2204,56,136,23,1388
2205,0,0,3,193
2207,0,0,0,4
2211,2,8,4,259
2213,14,42,16,923
2214,0,0,0,8
2216,0,0,2,101
2218,1,1,0,270
2221,0,2,0,16
2224,0,0,0,3
2225,2,12,35,3942
2226,23,81,52,1430
2227,0,0,2,133
2229,8,17,1,90
2230,1,1,0,95
2232,0,1,3,106
2235,1,2,1,19
2236,28,30,13,793
2238,6,8,0,157
2239,2,3,0,22
2240,4,2,1,33
2241,6,8,10,284
2247,2,1,1,46
2248,0,0,0,1
2249,0,0,0,12
2250,0,0,0,11
2251,17,7,5,618
2252,74,94,52,3051
2254,90,97,45,3144
2255,11,59,41,1544
2256,1,6,2,100
2257,0,0,0,2
2258,0,2,0,49
2260,8,17,11,567
2261,112,428,165,8177
2262,0,0,0,4
2263,0,0,0,3
2266,0,0,0,2
2268,0,0,0,26
2269,3,3,1,78
2271,17,25,15,622
2273,0,0,0,4
2274,0,15,5,279
2278,4,4,4,111
2279,1,1,0,58
2281,0,1,1,103
2282,0,0,1,73
2284,234,800,351,26456
2285,0,0,0,2
2286,0,0,0,3
2288,3,4,3,201
2290,0,0,2,88
2291,10,31,24,1637
2292,0,1,0,28
2293,1,0,2,43
2297,0,0,0,1
2298,22,29,20,1984
2299,0,0,0,38
2301,0,1,0,29
2302,25,31,25,967
2303,0,0,0,3
2304,0,1,0,43
2305,1,2,0,23
2306,4,8,5,120
2307,0,0,0,28
2308,2,6,2,59
2309,1,0,0,64
2310,0,0,0,4
2312,9,17,30,1028
2313,41,87,40,2786
2314,0,1,1,61
2316,3,7,4,121
2317,0,0,0,3
2319,0,0,0,2
2320,1,1,0,8
2322,5,4,3,117
2323,2,10,0,46
2324,0,0,0,42
2325,3,4,0,22
2327,0,0,0,3
2328,0,0,1,77
2329,1,2,3,39
2330,0,1,0,13
2331,0,0,0,17
2333,0,0,0,3
2334,19,111,260,4962
2335,0,0,0,3
2336,0,2,0,20
2339,0,1,0,15
2340,1,2,0,12
2341,0,0,0,2
2342,14,39,14,599
2343,1,5,3,205
2345,0,0,0,11
2346,3,7,3,217
2347,30,106,57,1570
2348,0,2,0,127
2350,0,0,0,7
2352,0,0,0,61
2354,0,0,0,26
2355,1,3,0,44
2357,0,0,0,4
2358,0,1,0,2
2360,0,0,0,38
2362,21,48,1,373
2367,0,2,0,76
2368,1,4,0,35
2369,0,2,0,155
2370,3,16,18,370
2373,21,36,21,1036
2374,0,0,1,76
2376,0,0,0,1
2378,19,62,19,656
2380,31,91,11,982
2381,0,0,0,17
2382,1,4,2,32
2383,1,1,2,16
2384,2,6,2,92
2385,1,7,8,328
2386,0,0,0,15
2387,0,0,0,4
2389,0,0,0,13
2390,0,0,0,4
2392,1,1,0,4
2393,0,0,0,8
2394,0,1,0,7
2395,10,37,17,1641
2396,6,7,3,733
2399,0,0,0,4
2400,0,0,0,2
2401,0,0,0,12
2402,0,0,0,1
2404,0,0,0,3
2410,12,23,2,174
2412,1,1,0,14
2413,41,58,20,1134
2414,4,17,5,757
2415,9,67,123,4978
2416,0,0,0,59
2417,0,0,0,2
2418,0,0,0,33
2420,18,26,16,707
2421,0,0,0,1
2423,3,3,0,23
2424,4,2,0,41
2425,19,34,26,714
2427,1,4,2,326
2428,1,2,0,15
2429,0,0,1,4
2430,0,0,2,46
2431,27,29,24,1249
2434,0,0,0,344
2436,0,0,0,2
2437,20,15,2,582
2438,0,3,0,46
2441,0,1,0,9
2443,9,9,3,451
2445,0,0,0,4
2447,0,0,0,7
2448,0,2,1,71
2449,0,1,1,74
2450,0,0,0,31
2451,0,0,0,40
2452,0,0,0,2
2453,5,22,6,611
2454,20,10,9,722
2455,0,0,0,7
2456,1,6,1,227
2459,9,38,14,1294
2462,0,1,0,4
2463,27,78,21,1548
2464,0,0,0,16
2468,1,1,0,2
2471,0,0,0,59
2472,1,0,1,6
2474,0,0,0,2
2479,8,29,19,1113
2481,0,0,1,19
2484,10,14,2,519
2485,0,0,1,36
2488,0,0,0,3
2489,0,0,0,4
2490,50,101,55,2475
2491,0,0,0,7
2493,7,10,3,130
2494,0,2,4,151
2496,3,2,0,22
2498,0,1,0,20
2499,1,0,0,45
2501,0,0,0,21
2502,0,4,1,58
2504,0,0,0,3
2505,0,0,0,11
2510,36,66,4,411
2511,46,113,56,2678
2513,490,1577,1138,48631
2516,4,5,1,36
2517,3,4,0,209
2518,1,3,7,47
2519,1,0,0,11
2521,0,0,0,1
2522,0,0,0,22
2524,0,0,0,1
2525,2,20,6,725
2526,0,0,4,54
2531,0,1,1,69
2534,0,0,0,7
2535,14,46,40,943
2537,13,7,7,327
2538,0,0,1,69
2539,6,5,3,216
2540,0,1,1,20
2541,0,0,0,22
2542,0,8,4,167
2543,0,0,1,27
2545,0,2,1,96
2547,0,0,1,29
2550,0,0,0,8
2551,46,141,73,3608
2552,0,1,0,44
2554,0,0,0,2
2555,1,1,9,162
2556,1,1,1,8
2557,0,0,1,37
2559,1,1,0,9
2563,0,0,0,4
2564,4,7,14,433
2566,1,2,3,162
2567,0,0,0,6
2568,9,33,24,3097
2569,2,25,10,986
2570,0,1,0,9
2573,0,0,0,18
2574,0,0,0,19
2578,0,0,0,28
2579,0,0,0,2
2580,0,0,0,4
2581,0,0,2,18
2584,0,0,0,8
2589,2,7,3,266
2591,0,0,0,1
2592,0,0,0,20
2593,1,2,2,42
2596,1,3,0,43
2599,1,0,1,73
2601,0,0,0,13
2602,0,0,0,44
2603,0,2,2,202
2605,19,22,25,2221
2609,0,0,0,6
2610,42,141,104,7023
2614,1,0,0,27
2615,1,5,1,121
2616,0,1,0,66
2617,0,1,0,6
2618,0,0,0,2
2620,12,18,7,404
2621,0,4,10,275
2622,0,0,0,50
2623,0,4,3,118
2624,2,3,2,105
2625,0,0,0,5
2628,0,0,0,8
2631,79,177,80,2317
2633,6,7,2,606
2634,0,0,0,7
2637,2,15,4,179
2641,0,0,1,21
2642,0,0,1,12
2643,0,0,0,9
2644,1,2,0,226
2645,0,0,0,5
2647,0,0,5,84
2648,5,21,13,850
2649,34,44,25,1729
2651,0,0,0,17
2652,0,0,3,27
2653,5,28,6,241
2654,0,0,2,53
2655,0,0,0,7
2656,60,157,219,5348
2657,2,6,2,169
2658,0,0,0,11
2659,8,29,9,687
2661,0,1,2,37
2662,4,12,0,163
2663,0,0,0,1
2667,22,86,73,2987
2668,0,0,0,16
2669,0,0,0,26
2670,2,4,0,27
2671,2,7,9,184
2673,0,0,4,77
2675,0,0,0,2
2676,0,0,0,6
2677,2,0,0,54
2678,1,3,1,122
2679,36,76,16,1348
2681,2,8,2,94
2683,43,86,28,2595
2684,0,1,0,2
2685,0,0,0,35
2686,0,0,0,59
2687,0,1,1,17
2688,2,3,13,182
2692,1,0,0,37
2693,1,3,1,80
2694,0,0,0,21
2695,1,0,1,101
2696,0,0,0,11
2697,0,0,2,38
2698,0,0,0,3
2699,0,0,0,3
2700,0,1,0,24
2701,0,1,0,17
2702,10,19,2,181
2703,0,1,0,11
2704,2,3,2,40
2707,0,3,0,67
2708,6,8,2,362
2713,0,4,0,45
2714,0,0,0,6
2716,0,0,0,2
2717,0,0,5,129
2718,0,1,0,21
2719,0,1,0,14
2720,0,5,3,168
2721,0,0,0,17
2724,0,0,0,100
2725,1,4,4,230
2726,0,0,0,2
2727,3,7,0,127
2730,97,83,32,3268
2731,0,0,0,2
2733,0,1,1,93
2736,2,3,3,325
2738,0,0,0,79
2739,3,35,75,4042
2743,0,0,0,16
2745,1,1,1,35
2746,1,1,0,99
2747,2,2,3,133
2750,4,5,4,212
2753,5,10,7,419
2754,51,128,92,4629
2755,2,1,0,28
2756,0,0,0,13
2757,0,0,0,2
2758,6,25,47,1005
2759,0,0,0,11
2761,3,1,0,40
2762,7,11,1,170
2763,1,1,2,42
2765,0,0,0,1
2767,1,2,3,32
2768,0,0,0,6
2769,0,0,0,15
2771,12,45,59,2330
2773,0,0,0,13
2774,0,0,0,128
2777,0,1,0,907
2779,0,1,0,12
2780,0,0,3,46
2781,18,12,14,610
2782,0,4,1,38
2783,0,2,0,19
2785,1,1,2,58
2786,6,4,3,271
2787,0,0,1,19
2788,5,12,1,142
2789,0,0,3,14
2792,0,0,1,22
2793,0,0,0,21
2796,0,0,1,25
2797,31,40,24,1083
2798,0,0,2,48
2800,0,0,0,3
2801,8,40,8,1021
2802,0,0,1,30
2807,0,0,0,6
2809,1,4,1,57
2811,2,8,4,398
2812,33,55,10,678
2815,0,0,0,11
2816,0,0,0,2
2817,0,0,10,187
2818,0,7,0,71
2819,4,12,0,79
2820,0,0,0,7
2821,1,1,0,18
2822,0,0,0,1
2823,1,1,1,34
2825,625,3692,3360,155949
2826,0,1,0,7
2828,111,239,125,4053
2829,0,0,0,5
2830,0,0,0,39
2831,8,20,17,862
2834,1,8,0,134
2835,0,0,0,3
2838,0,1,0,96
2839,36,75,18,1407
2843,1,0,2,24
2844,0,0,0,1
2846,0,0,1,1
2847,1,1,1,34
2848,9,15,3,142
2849,0,1,0,17
2850,0,0,1,3
2851,4,14,3,151
2852,2,2,0,25
2855,0,0,0,5
2856,6,11,14,453
2859,17,29,22,827
2861,3,8,2,108
2864,0,0,0,13
2866,86,102,41,1894
2867,1,2,0,3
2869,0,1,1,109
2872,0,0,0,13
2873,0,0,0,16
2874,0,0,0,32
2876,0,0,0,9
2878,0,0,0,5
2882,0,0,0,27
2883,169,621,519,33093
2884,0,0,0,70
2886,3,8,3,215
2887,0,0,0,3
2888,1,4,0,73
2890,0,2,0,34
2891,0,0,0,2
2892,2,1,0,36
2893,1,2,0,22
2896,2,1,3,86
2899,3,11,4,424
2901,484,680,189,13811
2903,17,0,1,456
2905,8,22,14,263
2906,1,0,0,23
2907,19,34,20,491
2908,9,6,1,217
2909,28,41,27,1107
2911,0,0,0,27
2914,6,12,2,132
2915,1,2,0,45
2917,1,0,2,67
2918,0,3,4,62
2919,0,2,0,7
2921,3,9,3,446
2922,2,5,3,85
2923,0,13,27,713
2924,0,0,0,8
2926,1,11,14,522
2927,0,0,0,2
2929,6,16,7,481
2931,10,26,22,1646
2932,0,0,0,2
2933,3,8,9,372
2934,0,0,0,2
2935,0,1,0,42
2936,28,61,16,1510
2937,4,3,3,90
2938,1,1,0,7
2939,14,39,66,1099
2940,2,1,0,13
2941,0,3,5,855
2942,1,2,1,67
2945,0,0,0,12
2946,6,5,15,99
2947,18,48,28,1268
2949,373,39,21,1474
2950,184,451,176,6998
2951,0,0,2,87
2953,65,665,826,40768
2955,13,9,25,508
2956,2,3,0,77
2959,0,1,0,8
2960,3,9,6,284
2962,0,0,1,13
2964,0,6,0,45
2966,14,20,1,296
2967,0,0,0,15
2970,0,0,0,24
2971,11,17,13,386
2973,0,0,0,3
2975,2,2,0,33
2978,1,0,0,10
2981,0,0,0,42
2984,1,0,0,62
2986,0,0,1,26
2988,0,2,0,59
2989,0,10,0,180
2990,0,2,3,105
2991,0,4,2,29
2992,0,0,0,11
2993,572,1252,711,49014
2996,1,1,0,62
2998,0,0,1,6
3000,75,115,22,2547
3001,5,29,28,1248
3002,0,0,0,40
3003,1,5,5,103
3004,2,13,14,404
3005,2,5,3,279
3006,1,9,0,209
3007,0,0,0,6
3008,0,1,0,47
3010,0,0,1,15
3011,0,0,0,10
3013,1,1,0,29
3014,0,0,0,2
3015,27,141,150,6636
3016,0,0,1,10
3017,0,10,5,501
3019,0,0,0,2
3021,1,3,0,312
3023,1,10,2,141
3025,1,1,0,14
3026,3,12,2,127
3027,0,0,0,23
3029,0,0,0,6
3030,0,0,0,29
3031,3,3,1,38
3032,12,15,16,474
3033,12,21,5,209
3035,3,2,0,33
3037,1,0,0,12
3038,1,0,1,4
3040,0,0,0,2
3042,0,0,0,20
3043,1,0,0,5
3046,60,106,44,3591
3049,0,0,2,11
3050,0,0,0,12
3051,6,15,7,203
3052,2,15,17,801
3054,0,0,0,21
3056,19,58,58,2558
3057,0,0,0,17
3058,0,5,0,44
3060,4,14,2,305
3061,3,5,1,25
3062,0,0,1,37
3063,17,32,9,450
3064,806,3918,3047,105034
3065,0,0,3,103
3066,0,0,0,5
3067,81,204,82,3096
3068,2,3,1,95
3070,21,60,18,623
3071,0,0,0,21
3074,27,130,92,4297
3075,3,6,5,239
3076,0,0,0,2
3077,0,0,0,4
3081,29,75,37,1836
3082,1,10,14,292
3083,0,0,0,36
3085,29,51,5,646
3086,1,4,2,211
3087,45,93,36,1027
3088,0,0,0,12
3089,0,0,2,45
3090,47,166,148,2995
3092,0,1,0,8
3093,133,274,58,3500
3094,1,1,0,11
3095,0,1,0,90
3096,3,8,4,117
3097,1,1,0,49
3098,1,4,1,66
3099,328,765,537,30132
3101,1,3,0,20
3102,30,77,18,697
3103,18,39,9,380
3104,0,0,0,114
3105,0,4,3,67
3107,0,0,0,1
3108,0,1,1,66
3109,0,2,0,53
3111,18,127,169,3980
3118,0,0,0,40
3120,0,0,0,4
3122,0,0,0,7
3123,2,4,3,759
3124,0,0,0,31
3126,0,0,0,3
3127,0,0,0,10
3128,0,0,1,6
3129,3,9,1,46
3130,0,0,2,53
3134,0,0,0,4
3136,0,0,0,3
3137,8,19,2,171
3138,0,5,6,364
3139,12,15,18,709
3140,3,21,2,208
3141,0,4,1,16
3142,0,0,0,17
3143,2,9,4,284
3146,1,7,9,396
3147,0,0,0,4
3149,0,0,3,49
3150,0,0,0,2
3153,0,0,0,5
3155,16,12,7,229
3156,120,473,388,17537
3158,0,1,0,6
3159,3,7,10,372
3161,0,2,2,68
3166,2,2,1,104
3167,0,0,0,9
3169,0,0,0,2
3170,2,7,6,204
3171,27,15,7,646
3172,0,0,0,6
3174,3,3,2,228
3175,0,0,0,3
3176,32,89,70,2322
3178,0,0,0,6
3180,2,0,4,154
3181,2,3,2,256
3182,0,0,0,2
3184,0,0,1,84
3188,1,3,0,25
3189,3,13,3,379
3190,10,21,7,347
3192,0,0,0,11
3194,6,19,8,638
3196,0,3,0,72
3198,3,8,10,243
3200,13,37,33,2278
3202,0,0,2,4
3203,0,0,0,2
3205,0,0,2,14
3206,0,0,0,2
3210,0,0,0,11
3211,4,24,19,764
3213,9,12,13,408
3214,0,0,0,5
3215,4,12,9,344
3216,0,7,7,220
3217,0,0,0,15
3221,2,2,1,28
3222,62,80,46,1611
3225,0,0,0,22
3227,12,47,38,710
3228,12,29,6,416
3230,8,0,4,215
3234,0,0,1,26
3235,0,0,0,1
3236,2,14,9,259
3238,6,7,7,231
3241,1,0,0,63
3242,4,11,4,60
3244,0,0,0,17
3245,20,34,16,1120
3249,3,9,12,478
3251,0,0,0,3
3252,198,923,770,31250
3254,2,5,5,198
3255,0,0,0,29
3257,0,0,3,23
3258,3,5,1,88
3261,0,0,1,20
3262,0,0,0,7
3264,5,20,9,1019
3265,0,0,0,8
3266,0,5,2,1549
3269,1,3,3,102
3271,49,140,118,4197
3272,0,2,0,29
3274,0,0,0,1
3275,57,182,119,4806
3276,0,0,0,3
3277,0,0,0,17
3279,2,20,20,829
3281,0,0,0,18
3282,10,25,10,253
3283,14,5,7,637
3287,0,0,1,195
3288,1,0,0,38
3289,12,19,11,460
3290,0,0,0,3
3292,0,2,1,36
3293,0,0,0,56
3294,0,0,0,10
3295,0,3,0,28
3296,0,3,5,417
3297,12,33,9,625
3299,1,3,2,98
3300,2,7,4,550
3305,1,2,1,47
3308,0,0,0,9
3309,0,0,0,7
3310,0,0,0,3
3311,1,0,0,32
3313,3,4,1,98
3316,0,0,0,23
3317,0,0,0,1
3318,4,18,27,640
3320,1,2,3,20
3321,84,135,124,4672
3322,6,12,1,302
3323,3,6,1,62
3324,65,163,22,1534
3325,0,4,5,378
3328,2,4,21,888
3330,38,86,18,1212
3335,2,5,3,139
3337,0,0,0,3
3338,0,0,0,2
3339,29,34,11,534
3340,0,0,0,8
3341,28,60,6,800
3342,0,0,0,18
3343,1,9,8,595
3345,1,4,0,63
3350,0,0,0,3
3352,0,0,0,1
3353,0,0,0,10
3355,0,0,0,6
3356,0,0,0,5
3357,0,0,0,10
3358,19,41,14,1406
3359,23,15,3,480
3360,0,0,2,8
3361,0,0,2,33
3362,2,1,1,48
3363,1,5,28,352
3365,0,0,0,3
3368,347,617,270,15563
3370,0,6,7,447
3371,2,3,1,51
3374,1,1,0,10
3377,0,0,0,4
3378,91,329,62,4920
3379,0,0,0,8
3380,8,15,0,283
3381,406,1627,1720,84833
3382,3,4,1,174
3384,0,2,0,19
3385,0,1,0,8
3386,0,0,0,18
3387,0,0,0,2
3388,0,0,0,3
3389,0,1,1,24
3391,2,3,3,201
3392,0,0,0,11
3393,10,11,5,222
3396,0,0,0,4
3397,40,201,212,7702
3399,0,0,0,21
3400,2,0,0,149
3402,0,1,0,83
3403,12,7,5,151
3405,0,0,0,2
3409,0,0,0,5
3410,5,7,1,223
3411,0,0,0,1
3412,0,2,4,84
3414,0,0,0,1
3421,3,11,2,134
3422,0,0,0,20
3423,0,0,1,79
3424,1053,1498,773,51001
3425,1,0,3,101
3426,0,0,0,2
3427,0,0,0,41
3428,2,3,0,186
3430,3,5,3,205
3431,186,623,378,12308
3432,0,0,0,5
3435,3,4,1,204
3436,0,0,0,3
3438,0,0,0,1
3439,0,1,1,26
3440,0,0,1,36
3444,0,0,0,20
3447,1,1,0,20
3448,0,0,0,36
3449,6,4,4,177
3450,0,0,0,35
3451,2,19,17,640
3453,11,28,4,266
3454,0,1,0,7
3455,0,2,0,10
3457,9,6,0,61
3458,0,0,1,62
3459,2,6,0,19
3460,2,3,0,39
3461,1,1,0,29
3464,26,110,74,2526
3465,0,0,0,4
3466,0,0,0,13
3467,0,0,0,12
3469,0,0,0,15
3472,1038,1707,823,51456
3474,1,5,0,29
3475,175,179,111,8766
3476,29,67,8,990
3478,1,3,2,119
3482,1,3,8,197
3483,5,14,13,1002
3484,2,7,6,285
3487,5,6,0,466
3489,12,38,3,343
3490,1,2,1,20
3496,0,0,0,17
3500,4,3,1,141
3501,0,2,0,30
3502,77,210,141,5447
3503,0,0,1,16
3504,0,0,0,8
3505,3,0,1,86
3507,1,4,2,45
3509,40,71,17,1219
3512,0,0,0,6
3513,1,3,0,29
3517,1,3,0,36
3520,0,0,0,2
3521,0,1,1,56
3523,0,2,1,115
3524,0,2,2,52
3525,1,1,1,56
3527,2,8,1,242
3528,25,82,46,3339
3529,0,0,0,5
3530,2,1,0,120
3533,0,0,0,6
3534,0,3,0,173
3535,0,5,10,381
3536,0,1,0,15
3537,38,56,10,877
3542,7,5,3,73
3544,126,473,720,22507
3546,5,10,2,99
3551,0,2,0,29
3553,1,1,0,10
3554,0,0,0,1
3555,10,14,7,172
3556,1,0,1,13
3557,0,0,0,3
3558,4,19,22,720
3559,0,0,0,42
3561,37,92,20,918
3562,13,23,2,312
3564,3,1,2,59
3565,3,3,2,21
3566,0,0,0,11
3567,0,1,0,134
3568,2,2,7,294
3569,0,0,0,8
3570,1,1,1,26
3571,5,9,11,278
3574,0,0,0,1
3575,1,1,0,69
3579,4,5,0,97
3584,13,23,4,195
3587,1,0,0,23
3590,2,5,4,80
3591,0,0,0,25
3592,7,22,5,237
3593,1,0,2,136
3594,5,3,8,416
3598,0,1,1,38
3599,8,18,11,970
3601,0,0,0,6
3602,1,1,4,127
3603,1,2,0,6
3604,0,0,0,4
3605,0,0,0,11
3606,2,4,1,79
3607,17,31,9,234
3610,2,1,2,18
3613,10,20,3,288
3615,1,4,2,92
3616,0,0,0,1
3618,2,3,3,118
3619,3,4,5,836
3620,9,16,14,618
3621,0,1,0,94
3622,2,3,0,159
3623,3,17,23,707
3625,165,232,49,2913
3626,1,6,2,171
3628,583,1641,1221,70260
3629,9,9,6,373
3631,26,56,2,387
3632,4,4,0,110
3633,1,1,0,55
3634,0,0,0,8
3635,0,1,0,263
3636,52,66,19,1392
3637,5,30,13,591
3638,0,2,1,36
3639,0,0,0,1
3641,0,2,0,37
3643,0,1,2,26
3645,14,8,2,201
3646,2,1,1,81
3647,3,6,6,205
3648,0,0,0,2
3649,0,0,0,45
3653,0,3,5,136
3654,22,52,23,288
3655,0,0,0,7
3656,19,73,80,3347
3658,5,11,4,401
3659,9,9,44,1558
3660,398,777,400,27078
3662,437,858,618,31631
3663,0,0,0,2
3664,2,4,0,14
3665,0,0,0,1
3666,0,0,0,1
3667,3,4,17,326
3668,0,0,0,6
3669,0,0,0,4
3670,16,49,32,1245
3673,534,1419,977,54874
3674,1,4,2,183
3676,0,0,0,25
3677,0,0,0,7
3678,3,6,4,188
3681,0,1,1,66
3682,16,34,13,1326
3684,0,0,0,2
3687,10,207,365,14878
3689,0,1,1,25
3690,29,34,19,2005
3693,2,2,0,87
3695,5,6,8,598
3697,0,0,21,106
3698,0,1,0,2
3699,0,0,0,3
3700,2,9,3,286
3702,0,7,3,582
3704,0,0,0,13
3705,0,0,0,1
3707,0,4,2,105
3708,7,8,7,423
3709,104,133,58,3031
3710,0,0,0,25
3711,0,1,0,11
3712,0,0,0,3
3713,5,10,10,251
3718,0,0,0,3
3719,0,0,0,4
3720,0,0,0,2
3721,11,17,5,400
3722,0,0,0,8
3723,13,26,14,1579
3724,0,0,0,3
3727,10,22,20,727
3728,1,0,1,36
3729,0,2,1,71
3730,0,0,0,5
3731,0,0,0,1
3732,3,3,8,192
3733,0,0,1,28
3735,0,3,5,409
3737,1,0,0,53
3738,3,4,0,163
3740,0,0,0,2
3741,0,0,0,29
3742,0,0,0,34
3743,0,0,0,2
3745,0,0,0,3
3747,33,77,33,1309
3748,0,2,2,57
3749,1,0,0,22
3750,0,1,0,6
3752,0,0,0,6
3754,0,3,0,59
3755,0,0,0,6
3756,2,7,0,203
3758,0,0,0,6
3759,1,2,2,64
3760,251,394,271,11018
3762,0,0,0,25
3763,0,0,0,38
3764,0,0,0,5
3765,1,4,0,83
3766,0,0,0,40
3770,7,15,15,979
3771,1,3,1,90
3773,0,0,0,3
3774,0,1,2,82
3775,1,2,9,112
3776,1,0,0,24
3777,2,2,1,136
3780,0,0,0,7
3782,2,3,1,25
3783,375,1657,1553,62689
3784,0,0,0,17
3785,0,0,1,25
3786,10,19,13,638
3787,0,3,0,22
3788,0,2,2,30
3789,6,30,11,937
3790,0,0,0,8
3791,0,0,0,79
3792,0,1,3,96
3793,93,123,46,2783
3795,6,16,2,453
3798,358,834,525,26122
3801,0,3,2,50
3803,3,7,1,52
3804,2,2,0,19
3807,9,17,5,388
3808,0,0,0,2
3810,2,2,0,47
3811,1,0,0,9
3812,0,0,0,5
3813,3,4,3,118
3814,11,28,3,464
3815,0,0,0,26
3816,2,1,3,38
3817,2,8,4,428
3818,0,1,0,9
3821,0,0,0,24
3823,2,1,0,63
3825,0,0,0,5
3826,1,1,0,8
3827,40,101,45,2276
3828,5,10,0,122
3829,3,3,55,298
3830,0,0,1,13
3832,0,0,1,10
3833,43,166,123,3390
3836,2,3,0,64
3837,0,1,1,36
3838,14,32,6,174
3839,0,1,4,83
3842,3,0,0,11
3843,2,6,35,2340
3845,0,0,1,65
3846,101,144,30,4559
3848,0,0,0,11
3850,0,0,0,55
3851,0,1,0,25
3852,103,234,113,5652
3854,0,0,0,26
3855,4,7,0,125
3856,0,0,0,1
3859,1,2,1,88
3861,0,0,1,15
3862,8,30,45,3210
3864,1,9,2,57
3865,16,36,19,1016
3867,0,0,0,1
3871,0,0,1,19
3872,3,9,1,154
3876,21,55,11,374
3877,4,23,14,1089
3878,0,0,0,14
3879,82,178,57,3717
3880,0,1,0,6
3881,1,2,0,42
3882,0,0,0,14
3883,0,0,0,7
3884,0,1,1,84
3886,0,0,0,4
3887,0,0,0,21
3889,0,5,3,243
3891,0,1,1,45
3892,0,37,56,10494
3893,0,0,0,8
3894,1,0,0,50
3895,0,0,0,104
3896,2,1,0,24
3897,0,1,0,78
3898,65,210,116,5756
3900,0,0,0,82
3901,2,5,2,55
3904,0,1,0,4
3905,0,5,2,449
3908,0,0,0,3
3915,2,3,0,123
3916,0,1,0,15
3917,0,0,0,2
3918,0,0,0,55
3919,0,0,1,12
3920,0,0,0,1
3921,4,28,28,1916
3924,69,135,14,1256
3925,61,120,53,3127
3926,10,13,7,493
3927,1,2,0,72
3928,5,4,0,39
3929,3,3,4,157
3930,1,0,0,13
3933,1,0,0,33
3934,0,0,0,18
3937,9,14,17,451
3940,99,327,129,8051
3941,0,1,0,29
3942,184,404,352,12658
3943,0,0,1,18
3944,210,382,71,5441
3945,5,38,66,967
3946,0,0,0,4
3947,4,13,7,506
3948,2,7,1,93
3950,0,0,0,30
3953,0,0,0,4
3956,45,92,17,3064
3958,2,1,0,41
3960,157,297,159,8126
3962,0,0,1,12
3963,1,0,1,25
3964,5,3,2,319
3965,0,0,0,15
3968,0,2,0,31
3969,0,1,0,40
3970,0,0,0,13
3972,0,1,2,67
3973,5,6,4,136
3975,84,190,178,5080
3976,0,0,0,10
3979,74,115,86,5984
3981,2,3,0,45
3983,0,0,0,3
3984,0,0,0,2
3986,0,2,0,45
3988,177,275,87,4752
3991,1,0,2,52
3994,7,29,5,296
3996,0,0,0,10
4000,3,2,6,370
4004,2,7,9,182
4006,24,25,25,794
4007,27,52,28,718
4008,57,147,69,7663
4009,0,0,0,7
4010,3,4,2,196
4011,0,0,0,2
4013,0,0,0,37
4015,0,0,0,5
4016,7,11,0,61
4017,3,6,0,86
4018,5,10,0,206
4019,0,0,0,60
4020,0,0,0,1
4021,0,0,0,1
4022,0,0,2,23
4025,15,38,36,1467
4027,1,0,0,38
4028,0,1,0,55
4029,0,0,0,5
4033,0,0,0,51
4034,12,32,5,496
4035,1,2,0,131
4036,0,1,0,78
4037,0,0,1,123
4038,4,4,6,41
4040,5,7,3,225
4044,1,5,3,69
4045,4,10,3,177
4046,1,0,2,28
4047,0,1,3,95
4048,2,0,0,43
4050,7,3,2,143
4052,1,6,6,308
4054,0,0,0,6
4056,0,2,0,79
4058,0,0,0,4
4060,0,2,1,14
4064,0,2,10,157
4066,1,3,2,141
4067,0,2,0,4
4068,0,0,0,5
4070,0,0,0,7
4072,0,2,2,153
4074,4,17,17,466
4075,0,0,0,5
4076,30,68,72,4203
4079,1,5,0,86
4080,0,0,1,39
4082,0,3,5,94
4083,0,2,0,122
4084,0,1,0,15
4085,1,0,0,18
4087,5,16,4,148
4088,2,11,10,387
4090,2,6,2,87
4091,1,11,19,877
4092,10,15,7,511
4094,0,0,0,7
4096,0,0,0,4
4097,25,67,39,2150
4098,1,0,0,14
4100,0,1,0,22
4101,4,14,0,240
4102,0,1,2,41
4103,0,0,0,2
