item_category,category_buy_count,category_cart_count,category_fav_count,category_pv_count,category_user_count,category_item_count,category_total_interaction_count,category_fav_rate,category_cart_rate,category_buy_rate
1946,0,0,0,11,2,4,11,0.0,0.0,0.0
1949,0,0,0,29,7,11,29,0.0,0.0,0.0
1951,0,0,0,3,2,1,3,0.0,0.0,0.0
1953,0,0,2,44,19,22,46,0.045454545454545456,0.0,0.0
1954,25,36,15,1038,247,336,1114,0.014450867052023121,0.03468208092485549,0.024084778420038536
1955,0,0,0,12,8,8,12,0.0,0.0,0.0
1956,26,53,27,1565,311,291,1671,0.017252396166134186,0.03386581469648562,0.016613418530351438
1957,0,2,0,4,2,3,6,0.0,0.5,0.0
1958,6,35,9,414,53,160,464,0.021739130434782608,0.08454106280193237,0.014492753623188406
1959,0,12,5,173,7,45,190,0.028901734104046242,0.06936416184971098,0.0
1960,6,4,1,339,59,140,350,0.0029498525073746312,0.011799410029498525,0.017699115044247787
1961,3,7,4,186,34,68,200,0.021505376344086023,0.03763440860215054,0.016129032258064516
1962,1,11,4,654,54,269,670,0.0061162079510703364,0.016819571865443424,0.0015290519877675841
1963,92,214,129,5334,508,1266,5769,0.024184476940382452,0.04011998500187477,0.01724784401949756
1964,0,0,0,3,2,2,3,0.0,0.0,0.0
1965,4,15,9,287,87,82,315,0.0313588850174216,0.05226480836236934,0.013937282229965157
1966,0,1,0,11,3,3,12,0.0,0.09090909090909091,0.0
1968,75,235,230,13729,1227,2866,14269,0.016752858911792557,0.017117051496831525,0.005462888775584529
1969,69,291,26,1660,241,698,2046,0.01566265060240964,0.1753012048192771,0.04156626506024096
1970,0,2,4,1260,71,516,1266,0.0031746031746031746,0.0015873015873015873,0.0
1971,0,5,3,180,30,80,188,0.016666666666666666,0.027777777777777776,0.0
1975,0,1,0,29,6,6,30,0.0,0.034482758620689655,0.0
1978,0,1,1,45,13,22,47,0.022222222222222223,0.022222222222222223,0.0
1980,3,8,0,79,17,28,90,0.0,0.10126582278481013,0.0379746835443038
1981,0,0,0,4,3,3,4,0.0,0.0,0.0
1982,0,0,0,9,5,3,9,0.0,0.0,0.0
1983,0,0,1,20,2,9,21,0.05,0.0,0.0
1984,0,1,0,2,1,1,3,0.0,0.5,0.0
1985,3,2,4,307,48,88,316,0.013029315960912053,0.006514657980456026,0.009771986970684038
1987,0,1,1,31,11,12,33,0.03225806451612903,0.03225806451612903,0.0
1990,16,76,38,2137,382,720,2267,0.017781937295273748,0.035563874590547495,0.007487131492746842
1992,0,0,0,25,8,8,25,0.0,0.0,0.0
1993,3,3,0,47,14,16,53,0.0,0.06382978723404255,0.06382978723404255
1996,11,12,4,352,44,121,379,0.011363636363636364,0.03409090909090909,0.03125
1997,0,0,1,23,9,11,24,0.043478260869565216,0.0,0.0
2000,1,7,4,267,27,62,279,0.0149812734082397,0.026217228464419477,0.003745318352059925
2001,0,0,0,11,4,6,11,0.0,0.0,0.0
2002,0,0,0,4,2,2,4,0.0,0.0,0.0
2004,0,1,0,27,6,9,28,0.0,0.037037037037037035,0.0
2006,0,0,0,2,1,1,2,0.0,0.0,0.0
2007,6,10,3,158,32,53,177,0.0189873417721519,0.06329113924050633,0.0379746835443038
2009,0,0,0,8,4,4,8,0.0,0.0,0.0
2010,54,99,61,2016,165,757,2230,0.030257936507936508,0.049107142857142856,0.026785714285714284
2012,0,0,0,31,4,16,31,0.0,0.0,0.0
2014,1,5,1,63,18,18,70,0.015873015873015872,0.07936507936507936,0.015873015873015872
2015,4,10,6,403,42,96,423,0.01488833746898263,0.02481389578163772,0.009925558312655087
2016,18,43,26,1392,172,407,1479,0.01867816091954023,0.03089080459770115,0.01293103448275862
2021,0,0,0,19,2,9,19,0.0,0.0,0.0
2022,0,0,1,18,8,8,19,0.05555555555555555,0.0,0.0
2023,0,0,0,1,1,1,1,0.0,0.0,0.0
2024,3,5,3,265,63,67,276,0.011320754716981131,0.018867924528301886,0.011320754716981131
2025,0,0,0,4,1,1,4,0.0,0.0,0.0
2026,12,20,2,514,49,170,548,0.0038910505836575876,0.038910505836575876,0.023346303501945526
2027,0,0,1,9,5,4,10,0.1111111111111111,0.0,0.0
2028,0,0,0,18,4,9,18,0.0,0.0,0.0
2029,26,86,24,3716,459,1338,3852,0.006458557588805167,0.023143164693218515,0.006996770721205597
2030,3,4,1,48,17,17,56,0.020833333333333332,0.08333333333333333,0.0625
2034,6,8,1,273,59,61,288,0.003663003663003663,0.029304029304029304,0.02197802197802198
2035,0,2,0,7,2,3,9,0.0,0.2857142857142857,0.0
2040,79,168,23,1956,389,566,2226,0.011758691206543968,0.08588957055214724,0.040388548057259714
2042,47,119,14,990,259,291,1170,0.014141414141414142,0.1202020202020202,0.047474747474747475
2043,1,3,1,39,7,14,44,0.02564102564102564,0.07692307692307693,0.02564102564102564
2044,0,0,0,2,1,1,2,0.0,0.0,0.0
2046,5,14,10,228,64,56,257,0.043859649122807015,0.06140350877192982,0.021929824561403508
2047,2,0,0,44,9,10,46,0.0,0.0,0.045454545454545456
2048,18,50,46,2226,332,570,2340,0.020664869721473494,0.022461814914645103,0.008086253369272238
2049,0,0,0,7,2,3,7,0.0,0.0,0.0
2050,4,9,10,506,141,188,529,0.019762845849802372,0.017786561264822136,0.007905138339920948
2051,4,7,3,99,25,20,113,0.030303030303030304,0.0707070707070707,0.04040404040404041
2052,3,4,1,90,29,36,98,0.011111111111111112,0.044444444444444446,0.03333333333333333
2053,1,3,3,287,34,117,294,0.010452961672473868,0.010452961672473868,0.003484320557491289
2054,47,53,27,975,182,192,1102,0.027692307692307693,0.05435897435897436,0.048205128205128206
2056,0,0,0,3,1,1,3,0.0,0.0,0.0
2057,0,2,0,109,16,38,111,0.0,0.01834862385321101,0.0
2058,0,0,0,3,1,1,3,0.0,0.0,0.0
2059,0,0,0,6,4,4,6,0.0,0.0,0.0
2061,0,0,0,5,2,2,5,0.0,0.0,0.0
2062,6,10,5,342,50,82,363,0.014619883040935672,0.029239766081871343,0.017543859649122806
2063,1,2,0,31,5,13,34,0.0,0.06451612903225806,0.03225806451612903
2064,0,0,0,28,7,8,28,0.0,0.0,0.0
2065,0,0,0,15,4,6,15,0.0,0.0,0.0
2067,0,0,0,9,3,4,9,0.0,0.0,0.0
2069,0,0,0,49,6,17,49,0.0,0.0,0.0
2070,0,0,0,2,2,2,2,0.0,0.0,0.0
2076,8,12,7,445,64,160,472,0.015730337078651686,0.02696629213483146,0.017977528089887642
2077,0,0,1,3,2,2,4,0.3333333333333333,0.0,0.0
2079,14,27,6,424,78,154,471,0.014150943396226415,0.06367924528301887,0.0330188679245283
2083,0,1,0,2,1,1,3,0.0,0.5,0.0
2085,3,6,0,177,24,53,186,0.0,0.03389830508474576,0.01694915254237288
2086,0,0,0,1,1,1,1,0.0,0.0,0.0
2087,2,17,1,88,11,37,108,0.011363636363636364,0.19318181818181818,0.022727272727272728
2088,1,1,0,15,3,7,17,0.0,0.06666666666666667,0.06666666666666667
2089,6,13,3,145,45,59,167,0.020689655172413793,0.0896551724137931,0.041379310344827586
2090,0,0,0,4,2,2,4,0.0,0.0,0.0
2091,4,7,0,74,20,37,85,0.0,0.0945945945945946,0.05405405405405406
2092,13,13,10,414,43,124,450,0.024154589371980676,0.03140096618357488,0.03140096618357488
2093,2,4,1,37,12,16,44,0.02702702702702703,0.10810810810810811,0.05405405405405406
2094,0,0,0,4,1,1,4,0.0,0.0,0.0
2095,0,0,0,13,2,7,13,0.0,0.0,0.0
2097,5,8,5,119,34,50,137,0.04201680672268908,0.06722689075630252,0.04201680672268908
2098,1,0,0,11,2,6,12,0.0,0.0,0.09090909090909091
2100,0,0,0,25,13,11,25,0.0,0.0,0.0
2101,0,2,1,90,34,15,93,0.011111111111111112,0.022222222222222223,0.0
2102,4,7,2,164,36,63,177,0.012195121951219513,0.042682926829268296,0.024390243902439025
2103,2,11,17,551,79,127,581,0.030852994555353903,0.019963702359346643,0.003629764065335753
2104,0,1,0,23,5,16,24,0.0,0.043478260869565216,0.0
2105,0,0,0,2,1,1,2,0.0,0.0,0.0
2107,1,1,1,85,16,29,88,0.011764705882352941,0.011764705882352941,0.011764705882352941
2112,0,0,0,1,1,1,1,0.0,0.0,0.0
2114,5,9,2,414,95,131,430,0.004830917874396135,0.021739130434782608,0.012077294685990338
2117,7,3,0,139,27,48,149,0.0,0.02158273381294964,0.050359712230215826
2119,0,2,1,299,36,126,302,0.0033444816053511705,0.006688963210702341,0.0
2120,4,2,4,140,25,57,150,0.02857142857142857,0.014285714285714285,0.02857142857142857
2121,0,0,0,14,4,6,14,0.0,0.0,0.0
2122,11,18,7,208,52,62,244,0.03365384615384615,0.08653846153846154,0.052884615384615384
2123,0,0,0,1,1,1,1,0.0,0.0,0.0
2128,2,10,0,89,31,30,101,0.0,0.11235955056179775,0.02247191011235955
2129,3,15,5,291,19,60,314,0.01718213058419244,0.05154639175257732,0.010309278350515464
2130,40,26,19,1136,148,286,1221,0.016725352112676055,0.022887323943661973,0.035211267605633804
2131,1,3,0,52,2,12,56,0.0,0.057692307692307696,0.019230769230769232
2132,2,9,12,312,38,67,335,0.038461538461538464,0.028846153846153848,0.00641025641025641
2133,0,1,1,105,27,54,107,0.009523809523809525,0.009523809523809525,0.0
2134,1,0,2,23,4,8,26,0.08695652173913043,0.0,0.043478260869565216
2135,0,0,0,5,2,2,5,0.0,0.0,0.0
2136,1,1,4,33,5,11,39,0.12121212121212122,0.030303030303030304,0.030303030303030304
2137,0,3,0,63,14,24,66,0.0,0.047619047619047616,0.0
2139,0,0,0,12,5,5,12,0.0,0.0,0.0
2142,0,0,0,2,1,1,2,0.0,0.0,0.0
2144,0,0,0,7,4,4,7,0.0,0.0,0.0
2146,0,0,0,1,1,1,1,0.0,0.0,0.0
2147,2,20,1,406,31,128,429,0.0024630541871921183,0.04926108374384237,0.0049261083743842365
2148,0,0,0,1,1,1,1,0.0,0.0,0.0
2150,0,0,1,13,5,7,14,0.07692307692307693,0.0,0.0
2151,0,2,0,39,13,12,41,0.0,0.05128205128205128,0.0
2153,154,354,139,6957,850,1730,7604,0.019979876383498633,0.05088400172488142,0.022135978151502086
2154,0,2,1,29,10,13,32,0.034482758620689655,0.06896551724137931,0.0
2156,10,4,1,161,39,64,176,0.006211180124223602,0.024844720496894408,0.062111801242236024
2157,1,1,1,36,12,17,39,0.027777777777777776,0.027777777777777776,0.027777777777777776
2158,29,62,17,1796,285,563,1904,0.009465478841870824,0.034521158129175944,0.016146993318485525
2159,2,12,2,227,12,71,243,0.00881057268722467,0.05286343612334802,0.00881057268722467
2160,18,54,24,822,157,296,918,0.029197080291970802,0.06569343065693431,0.021897810218978103
2162,1,0,0,38,14,22,39,0.0,0.0,0.02631578947368421
2163,1,1,2,284,65,119,288,0.007042253521126761,0.0035211267605633804,0.0035211267605633804
2164,0,0,1,16,3,4,17,0.0625,0.0,0.0
2167,4,5,4,37,12,16,50,0.10810810810810811,0.13513513513513514,0.10810810810810811
2170,15,60,56,1811,185,716,1942,0.030922142462727776,0.03313086692435119,0.008282716731087797
2171,0,0,0,9,3,4,9,0.0,0.0,0.0
2172,0,0,0,12,4,6,12,0.0,0.0,0.0
2173,0,0,1,85,25,24,86,0.011764705882352941,0.0,0.0
2174,1,1,1,36,16,10,39,0.027777777777777776,0.027777777777777776,0.027777777777777776
2175,3,30,52,1165,137,354,1250,0.04463519313304721,0.02575107296137339,0.002575107296137339
2177,15,55,26,1579,120,551,1675,0.016466117796073463,0.03483217226092464,0.009499683343888538
2178,34,11,1,118,14,32,164,0.00847457627118644,0.09322033898305085,0.288135593220339
2180,0,0,0,2,1,1,2,0.0,0.0,0.0
2182,0,0,0,2,1,1,2,0.0,0.0,0.0
2183,0,1,6,366,33,106,373,0.01639344262295082,0.00273224043715847,0.0
2184,0,0,0,549,60,258,549,0.0,0.0,0.0
2185,1,5,2,80,24,31,88,0.025,0.0625,0.0125
2186,0,0,0,6,3,3,6,0.0,0.0,0.0
2190,0,0,0,12,2,3,12,0.0,0.0,0.0
2191,2,1,0,35,8,17,38,0.0,0.02857142857142857,0.05714285714285714
2192,1,6,2,71,24,26,80,0.028169014084507043,0.08450704225352113,0.014084507042253521
2196,0,0,0,4,2,2,4,0.0,0.0,0.0
2197,3,6,6,172,46,46,187,0.03488372093023256,0.03488372093023256,0.01744186046511628
2198,5,14,1,352,33,98,372,0.002840909090909091,0.03977272727272727,0.014204545454545454
2199,10,13,5,232,42,89,260,0.021551724137931036,0.05603448275862069,0.04310344827586207
2200,0,1,0,24,5,11,25,0.0,0.041666666666666664,0.0
2201,0,0,2,25,10,13,27,0.08,0.0,0.0
2202,6,14,20,820,166,213,860,0.024390243902439025,0.01707317073170732,0.007317073170731708
2203,0,0,0,48,24,32,48,0.0,0.0,0.0
2204,56,136,23,1388,267,307,1603,0.016570605187319884,0.09798270893371758,0.040345821325648415
2205,0,0,3,193,7,69,196,0.015544041450777202,0.0,0.0
2207,0,0,0,4,2,2,4,0.0,0.0,0.0
2211,2,8,4,259,91,53,273,0.015444015444015444,0.03088803088803089,0.007722007722007722
2213,14,42,16,923,73,203,995,0.01733477789815818,0.04550379198266522,0.015167930660888408
2214,0,0,0,8,3,4,8,0.0,0.0,0.0
2216,0,0,2,101,29,46,103,0.019801980198019802,0.0,0.0
2218,1,1,0,270,55,143,272,0.0,0.003703703703703704,0.003703703703703704
2221,0,2,0,16,5,5,18,0.0,0.125,0.0
2224,0,0,0,3,2,2,3,0.0,0.0,0.0
2225,2,12,35,3942,294,1019,3991,0.008878741755454084,0.0030441400304414,0.0005073566717402334
2226,23,81,52,1430,293,491,1586,0.03636363636363636,0.056643356643356645,0.016083916083916083
2227,0,0,2,133,22,46,135,0.015037593984962405,0.0,0.0
2229,8,17,1,90,35,42,116,0.011111111111111112,0.18888888888888888,0.08888888888888889
2230,1,1,0,95,11,26,97,0.0,0.010526315789473684,0.010526315789473684
2232,0,1,3,106,16,23,110,0.02830188679245283,0.009433962264150943,0.0
2235,1,2,1,19,6,7,23,0.05263157894736842,0.10526315789473684,0.05263157894736842
2236,28,30,13,793,120,213,864,0.01639344262295082,0.03783102143757881,0.03530895334174023
2238,6,8,0,157,10,36,171,0.0,0.050955414012738856,0.03821656050955414
2239,2,3,0,22,4,2,27,0.0,0.13636363636363635,0.09090909090909091
2240,4,2,1,33,10,12,40,0.030303030303030304,0.06060606060606061,0.12121212121212122
2241,6,8,10,284,42,74,308,0.035211267605633804,0.028169014084507043,0.02112676056338028
2247,2,1,1,46,17,22,50,0.021739130434782608,0.021739130434782608,0.043478260869565216
2248,0,0,0,1,1,1,1,0.0,0.0,0.0
2249,0,0,0,12,5,5,12,0.0,0.0,0.0
2250,0,0,0,11,1,6,11,0.0,0.0,0.0
2251,17,7,5,618,84,142,647,0.008090614886731391,0.011326860841423949,0.02750809061488673
2252,74,94,52,3051,477,359,3271,0.017043592264831202,0.030809570632579483,0.024254342838413635
2254,90,97,45,3144,349,960,3376,0.01431297709923664,0.030852417302798984,0.02862595419847328
2255,11,59,41,1544,263,340,1655,0.02655440414507772,0.03821243523316062,0.007124352331606218
2256,1,6,2,100,32,39,109,0.02,0.06,0.01
2257,0,0,0,2,2,2,2,0.0,0.0,0.0
2258,0,2,0,49,10,17,51,0.0,0.04081632653061224,0.0
2260,8,17,11,567,127,146,603,0.019400352733686066,0.029982363315696647,0.014109347442680775
2261,112,428,165,8177,789,1879,8882,0.020178549590314298,0.05234193469487587,0.013696954873425461
2262,0,0,0,4,2,1,4,0.0,0.0,0.0
2263,0,0,0,3,1,1,3,0.0,0.0,0.0
2266,0,0,0,2,2,2,2,0.0,0.0,0.0
2268,0,0,0,26,10,11,26,0.0,0.0,0.0
2269,3,3,1,78,17,23,85,0.01282051282051282,0.038461538461538464,0.038461538461538464
2271,17,25,15,622,86,149,679,0.024115755627009645,0.04019292604501608,0.027331189710610933
2273,0,0,0,4,1,2,4,0.0,0.0,0.0
2274,0,15,5,279,20,124,299,0.017921146953405017,0.053763440860215055,0.0
2278,4,4,4,111,29,37,123,0.036036036036036036,0.036036036036036036,0.036036036036036036
2279,1,1,0,58,9,22,60,0.0,0.017241379310344827,0.017241379310344827
2281,0,1,1,103,19,37,105,0.009708737864077669,0.009708737864077669,0.0
2282,0,0,1,73,19,18,74,0.0136986301369863,0.0,0.0
2284,234,800,351,26456,1459,6849,27841,0.013267311762927125,0.03023888720895071,0.008844874508618083
2285,0,0,0,2,1,1,2,0.0,0.0,0.0
2286,0,0,0,3,1,1,3,0.0,0.0,0.0
2288,3,4,3,201,41,104,211,0.014925373134328358,0.01990049751243781,0.014925373134328358
2290,0,0,2,88,14,32,90,0.022727272727272728,0.0,0.0
2291,10,31,24,1637,84,400,1702,0.014660965180207697,0.018937080024434942,0.006108735491753207
2292,0,1,0,28,11,3,29,0.0,0.03571428571428571,0.0
2293,1,0,2,43,21,20,46,0.046511627906976744,0.0,0.023255813953488372
2297,0,0,0,1,1,1,1,0.0,0.0,0.0
2298,22,29,20,1984,276,355,2055,0.010080645161290322,0.014616935483870967,0.011088709677419355
2299,0,0,0,38,6,12,38,0.0,0.0,0.0
2301,0,1,0,29,10,16,30,0.0,0.034482758620689655,0.0
2302,25,31,25,967,199,210,1048,0.025853154084798345,0.03205791106514995,0.025853154084798345
2303,0,0,0,3,2,2,3,0.0,0.0,0.0
2304,0,1,0,43,15,20,44,0.0,0.023255813953488372,0.0
2305,1,2,0,23,7,9,26,0.0,0.08695652173913043,0.043478260869565216
2306,4,8,5,120,21,41,137,0.041666666666666664,0.06666666666666667,0.03333333333333333
2307,0,0,0,28,9,13,28,0.0,0.0,0.0
2308,2,6,2,59,11,18,69,0.03389830508474576,0.1016949152542373,0.03389830508474576
2309,1,0,0,64,14,27,65,0.0,0.0,0.015625
2310,0,0,0,4,2,3,4,0.0,0.0,0.0
2312,9,17,30,1028,82,246,1084,0.029182879377431907,0.016536964980544747,0.008754863813229572
2313,41,87,40,2786,480,565,2954,0.014357501794687724,0.0312275664034458,0.014716439339554917
2314,0,1,1,61,20,18,63,0.01639344262295082,0.01639344262295082,0.0
2316,3,7,4,121,17,35,135,0.03305785123966942,0.05785123966942149,0.024793388429752067
2317,0,0,0,3,1,1,3,0.0,0.0,0.0
2319,0,0,0,2,1,1,2,0.0,0.0,0.0
2320,1,1,0,8,3,3,10,0.0,0.125,0.125
2322,5,4,3,117,18,34,129,0.02564102564102564,0.03418803418803419,0.042735042735042736
2323,2,10,0,46,14,17,58,0.0,0.21739130434782608,0.043478260869565216
2324,0,0,0,42,15,16,42,0.0,0.0,0.0
2325,3,4,0,22,4,9,29,0.0,0.18181818181818182,0.13636363636363635
2327,0,0,0,3,1,1,3,0.0,0.0,0.0
2328,0,0,1,77,18,44,78,0.012987012987012988,0.0,0.0
2329,1,2,3,39,10,15,45,0.07692307692307693,0.05128205128205128,0.02564102564102564
2330,0,1,0,13,3,7,14,0.0,0.07692307692307693,0.0
2331,0,0,0,17,2,15,17,0.0,0.0,0.0
2333,0,0,0,3,1,1,3,0.0,0.0,0.0
2334,19,111,260,4962,455,1189,5352,0.05239822652156389,0.022370012091898428,0.0038291011688835145
2335,0,0,0,3,1,1,3,0.0,0.0,0.0
2336,0,2,0,20,6,5,22,0.0,0.1,0.0
2339,0,1,0,15,4,7,16,0.0,0.06666666666666667,0.0
2340,1,2,0,12,5,5,15,0.0,0.16666666666666666,0.08333333333333333
2341,0,0,0,2,1,1,2,0.0,0.0,0.0
2342,14,39,14,599,43,209,666,0.02337228714524207,0.0651085141903172,0.02337228714524207
2343,1,5,3,205,67,55,214,0.014634146341463415,0.024390243902439025,0.004878048780487805
2345,0,0,0,11,5,5,11,0.0,0.0,0.0
2346,3,7,3,217,19,69,230,0.013824884792626729,0.03225806451612903,0.013824884792626729
2347,30,106,57,1570,227,572,1763,0.03630573248407643,0.06751592356687898,0.01910828025477707
2348,0,2,0,127,46,38,129,0.0,0.015748031496062992,0.0
2350,0,0,0,7,3,3,7,0.0,0.0,0.0
2352,0,0,0,61,13,27,61,0.0,0.0,0.0
2354,0,0,0,26,6,5,26,0.0,0.0,0.0
2355,1,3,0,44,5,18,48,0.0,0.06818181818181818,0.022727272727272728
2357,0,0,0,4,2,2,4,0.0,0.0,0.0
2358,0,1,0,2,1,1,3,0.0,0.5,0.0
2360,0,0,0,38,8,14,38,0.0,0.0,0.0
2362,21,48,1,373,67,160,443,0.002680965147453083,0.128686327077748,0.05630026809651475
2367,0,2,0,76,25,42,78,0.0,0.02631578947368421,0.0
2368,1,4,0,35,11,13,40,0.0,0.11428571428571428,0.02857142857142857
2369,0,2,0,155,12,68,157,0.0,0.012903225806451613,0.0
2370,3,16,18,370,57,111,407,0.04864864864864865,0.043243243243243246,0.008108108108108109
2373,21,36,21,1036,155,148,1114,0.02027027027027027,0.03474903474903475,0.02027027027027027
2374,0,0,1,76,13,39,77,0.013157894736842105,0.0,0.0
2376,0,0,0,1,1,1,1,0.0,0.0,0.0
2378,19,62,19,656,120,232,756,0.028963414634146343,0.09451219512195122,0.028963414634146343
2380,31,91,11,982,208,203,1115,0.01120162932790224,0.09266802443991853,0.031568228105906315
2381,0,0,0,17,5,9,17,0.0,0.0,0.0
2382,1,4,2,32,11,16,39,0.0625,0.125,0.03125
2383,1,1,2,16,3,2,20,0.125,0.0625,0.0625
2384,2,6,2,92,19,36,102,0.021739130434782608,0.06521739130434782,0.021739130434782608
2385,1,7,8,328,43,120,344,0.024390243902439025,0.021341463414634148,0.003048780487804878
2386,0,0,0,15,4,5,15,0.0,0.0,0.0
2387,0,0,0,4,2,2,4,0.0,0.0,0.0
2389,0,0,0,13,4,4,13,0.0,0.0,0.0
2390,0,0,0,4,1,2,4,0.0,0.0,0.0
2392,1,1,0,4,2,2,6,0.0,0.25,0.25
2393,0,0,0,8,2,1,8,0.0,0.0,0.0
2394,0,1,0,7,1,1,8,0.0,0.14285714285714285,0.0
2395,10,37,17,1641,209,229,1705,0.010359536867763558,0.02254722730042657,0.006093845216331505
2396,6,7,3,733,76,222,749,0.004092769440654843,0.009549795361527967,0.008185538881309686
2399,0,0,0,4,2,2,4,0.0,0.0,0.0
2400,0,0,0,2,1,1,2,0.0,0.0,0.0
2401,0,0,0,12,2,5,12,0.0,0.0,0.0
2402,0,0,0,1,1,1,1,0.0,0.0,0.0
2404,0,0,0,3,1,1,3,0.0,0.0,0.0
2410,12,23,2,174,39,46,211,0.011494252873563218,0.13218390804597702,0.06896551724137931
2412,1,1,0,14,5,5,16,0.0,0.07142857142857142,0.07142857142857142
2413,41,58,20,1134,134,319,1253,0.01763668430335097,0.05114638447971781,0.036155202821869487
2414,4,17,5,757,39,258,783,0.0066050198150594455,0.022457067371202115,0.005284015852047556
2415,9,67,123,4978,625,1785,5177,0.024708718360787463,0.013459220570510246,0.0018079550020088388
2416,0,0,0,59,15,25,59,0.0,0.0,0.0
2417,0,0,0,2,1,1,2,0.0,0.0,0.0
2418,0,0,0,33,5,19,33,0.0,0.0,0.0
2420,18,26,16,707,126,194,767,0.02263083451202263,0.036775106082036775,0.02545968882602546
2421,0,0,0,1,1,1,1,0.0,0.0,0.0
2423,3,3,0,23,10,10,29,0.0,0.13043478260869565,0.13043478260869565
2424,4,2,0,41,5,10,47,0.0,0.04878048780487805,0.0975609756097561
2425,19,34,26,714,165,183,793,0.036414565826330535,0.047619047619047616,0.02661064425770308
2427,1,4,2,326,43,126,333,0.006134969325153374,0.012269938650306749,0.003067484662576687
2428,1,2,0,15,5,7,18,0.0,0.13333333333333333,0.06666666666666667
2429,0,0,1,4,3,3,5,0.25,0.0,0.0
2430,0,0,2,46,10,22,48,0.043478260869565216,0.0,0.0
2431,27,29,24,1249,298,175,1329,0.01921537229783827,0.02321857485988791,0.021617293835068056
2434,0,0,0,344,26,128,344,0.0,0.0,0.0
2436,0,0,0,2,1,1,2,0.0,0.0,0.0
2437,20,15,2,582,101,125,619,0.003436426116838488,0.02577319587628866,0.03436426116838488
2438,0,3,0,46,9,19,49,0.0,0.06521739130434782,0.0
2441,0,1,0,9,4,4,10,0.0,0.1111111111111111,0.0
2443,9,9,3,451,41,122,472,0.0066518847006651885,0.019955654101995565,0.019955654101995565
2445,0,0,0,4,2,2,4,0.0,0.0,0.0
2447,0,0,0,7,3,3,7,0.0,0.0,0.0
2448,0,2,1,71,12,26,74,0.014084507042253521,0.028169014084507043,0.0
2449,0,1,1,74,22,25,76,0.013513513513513514,0.013513513513513514,0.0
2450,0,0,0,31,13,18,31,0.0,0.0,0.0
2451,0,0,0,40,8,13,40,0.0,0.0,0.0
2452,0,0,0,2,1,1,2,0.0,0.0,0.0
2453,5,22,6,611,42,172,644,0.009819967266775777,0.03600654664484452,0.008183306055646482
2454,20,10,9,722,65,178,761,0.012465373961218837,0.013850415512465374,0.027700831024930747
2455,0,0,0,7,3,3,7,0.0,0.0,0.0
2456,1,6,1,227,21,76,235,0.004405286343612335,0.02643171806167401,0.004405286343612335
2459,9,38,14,1294,178,309,1355,0.010819165378670788,0.02936630602782071,0.006955177743431221
2462,0,1,0,4,3,2,5,0.0,0.25,0.0
2463,27,78,21,1548,245,459,1674,0.013565891472868217,0.050387596899224806,0.01744186046511628
2464,0,0,0,16,8,5,16,0.0,0.0,0.0
2468,1,1,0,2,1,1,4,0.0,0.5,0.5
2471,0,0,0,59,17,24,59,0.0,0.0,0.0
2472,1,0,1,6,3,2,8,0.16666666666666666,0.0,0.16666666666666666
2474,0,0,0,2,2,2,2,0.0,0.0,0.0
2479,8,29,19,1113,129,307,1169,0.017070979335130278,0.02605570530098832,0.0071877807726864335
2481,0,0,1,19,9,8,20,0.05263157894736842,0.0,0.0
2484,10,14,2,519,41,160,545,0.0038535645472061657,0.02697495183044316,0.019267822736030827
2485,0,0,1,36,10,17,37,0.027777777777777776,0.0,0.0
2488,0,0,0,3,1,1,3,0.0,0.0,0.0
2489,0,0,0,4,1,2,4,0.0,0.0,0.0
2490,50,101,55,2475,447,562,2681,0.022222222222222223,0.04080808080808081,0.020202020202020204
2491,0,0,0,7,4,4,7,0.0,0.0,0.0
2493,7,10,3,130,35,41,150,0.023076923076923078,0.07692307692307693,0.05384615384615385
2494,0,2,4,151,23,45,157,0.026490066225165563,0.013245033112582781,0.0
2496,3,2,0,22,5,4,27,0.0,0.09090909090909091,0.13636363636363635
2498,0,1,0,20,5,6,21,0.0,0.05,0.0
2499,1,0,0,45,3,14,46,0.0,0.0,0.022222222222222223
2501,0,0,0,21,7,9,21,0.0,0.0,0.0
2502,0,4,1,58,17,25,63,0.017241379310344827,0.06896551724137931,0.0
2504,0,0,0,3,1,1,3,0.0,0.0,0.0
2505,0,0,0,11,4,4,11,0.0,0.0,0.0
2510,36,66,4,411,70,149,517,0.009732360097323601,0.16058394160583941,0.08759124087591241
2511,46,113,56,2678,488,889,2893,0.020911127707244213,0.042195668409260645,0.01717699775952203
2513,490,1577,1138,48631,2505,12290,51836,0.023400711480331477,0.03242787522362279,0.010075877526680512
2516,4,5,1,36,19,17,46,0.027777777777777776,0.1388888888888889,0.1111111111111111
2517,3,4,0,209,32,99,216,0.0,0.019138755980861243,0.014354066985645933
2518,1,3,7,47,14,13,58,0.14893617021276595,0.06382978723404255,0.02127659574468085
2519,1,0,0,11,4,4,12,0.0,0.0,0.09090909090909091
2521,0,0,0,1,1,1,1,0.0,0.0,0.0
2522,0,0,0,22,4,12,22,0.0,0.0,0.0
2524,0,0,0,1,1,1,1,0.0,0.0,0.0
2525,2,20,6,725,146,290,753,0.008275862068965517,0.027586206896551724,0.002758620689655172
2526,0,0,4,54,11,22,58,0.07407407407407407,0.0,0.0
2531,0,1,1,69,15,27,71,0.014492753623188406,0.014492753623188406,0.0
2534,0,0,0,7,3,3,7,0.0,0.0,0.0
