item_category,total_interaction_count,unique_user_count,unique_item_count
11290,882,144,209
14006,881,118,194
5514,880,72,401
1606,879,185,283
13892,878,150,281
13555,877,82,204
12822,877,113,255
1101,876,127,216
12997,876,110,204
5589,876,92,399
12510,874,135,154
9127,873,140,229
10218,873,148,233
3279,871,185,381
13774,871,54,221
7381,871,102,316
9023,868,218,232
4006,868,92,168
7594,868,169,168
11184,867,113,202
4348,866,117,245
1911,865,49,114
2236,864,120,213
2941,863,133,357
10944,862,137,258
10912,860,151,253
2202,860,166,213
11055,860,132,196
13922,859,73,195
8710,859,111,237
12397,859,137,220
6213,857,186,315
10733,857,71,282
5369,856,156,197
10616,853,140,293
1471,853,85,146
4510,852,182,254
5599,851,144,298
3619,848,63,240
12981,846,66,366
434,845,74,326
9199,844,117,265
8597,843,56,257
11664,841,94,209
12592,840,124,260
5693,840,115,275
7834,838,117,234
7709,837,119,228
10234,836,123,247
12612,836,98,198
3052,835,164,158
6481,833,158,287
4722,833,72,166
6632,832,156,350
5515,829,178,164
1304,829,175,270
5266,829,101,264
9337,826,97,225
6549,826,150,236
11650,825,118,299
4007,825,168,169
7841,823,122,206
3102,822,78,244
11551,820,91,231
5153,818,71,290
7269,817,70,224
618,816,108,226
1152,814,123,171
10593,814,131,195
12220,813,56,260
697,812,161,227
13644,812,127,202
12219,812,106,217
3211,811,174,308
8937,810,90,199
11237,809,66,273
8212,808,112,324
4961,807,103,223
3227,807,102,248
12964,804,89,205
10241,802,93,189
583,801,90,184
12514,801,74,129
1599,800,152,205
11611,798,76,173
12688,795,106,152
8068,795,89,266
10141,794,184,267
2425,793,165,183
5006,792,101,220
8675,790,71,238
12407,788,181,207
10446,787,60,274
9221,787,168,229
13686,787,83,347
12465,786,127,198
8378,784,76,204
5686,784,130,252
2414,783,39,258
8678,783,113,282
1900,783,87,257
4609,782,97,309
8886,782,110,103
8619,782,169,227
8546,781,134,255
4228,780,78,199
1260,779,186,242
3727,779,82,168
1039,779,131,219
4718,778,162,193
4963,778,172,193
13035,777,69,295
2812,776,162,214
1584,775,129,194
4468,775,113,226
10673,775,98,265
11482,774,153,195
12598,774,119,186
5249,771,137,84
205,771,93,236
11401,769,196,301
3123,768,139,196
12327,768,95,184
2420,767,126,194
13408,766,153,246
8191,766,84,258
3558,765,135,140
1081,762,80,168
10209,762,164,125
7504,761,128,262
4807,761,122,155
2454,761,65,178
10043,759,89,238
1916,758,133,143
1253,758,56,235
5186,757,113,161
10456,757,71,122
5566,756,204,190
2378,756,120,232
13154,754,89,156
3139,754,98,147
2525,753,146,290
9488,753,122,217
11644,753,107,167
2923,753,198,170
7008,752,136,208
5569,752,95,178
12864,751,120,171
3623,750,201,41
9757,750,92,263
2396,749,76,222
12627,748,66,246
5746,747,54,224
6363,747,111,185
4422,747,138,181
922,746,116,182
6064,746,169,196
5430,745,154,144
5761,745,159,233
5258,744,147,128
8317,742,125,229
4706,741,176,243
6804,739,82,216
7737,739,135,183
8094,739,86,197
11091,738,153,189
6595,738,110,284
10929,737,93,233
11114,736,88,192
10315,735,44,149
11995,735,102,186
10821,735,91,93
1204,734,69,214
2659,733,80,205
4776,733,142,109
10862,732,93,198
3085,731,96,192
7530,730,80,178
10559,730,142,200
7223,729,53,155
15,727,58,303
4775,727,107,261
12201,727,109,165
600,727,54,196
5719,726,115,189
5489,726,92,161
8598,723,144,264
5706,723,109,195
7490,723,57,190
8428,723,149,125
3070,722,73,208
7413,721,77,193
12194,721,127,250
7690,721,120,178
11236,720,212,242
9611,719,59,269
12761,719,75,163
5618,719,88,145
12762,719,66,142
4883,718,57,180
9061,717,56,214
8848,714,99,181
301,713,179,203
6471,712,79,210
7329,712,163,153
12111,711,104,147
1588,710,123,232
10548,710,184,207
11439,708,94,181
12791,708,100,265
11256,707,107,183
12874,706,125,159
12047,705,102,303
11955,704,60,200
12711,703,122,255
12718,703,107,175
7739,702,94,240
11431,701,61,226
14023,701,95,164
6548,701,31,163
11883,701,150,59
11621,700,75,150
5678,700,104,165
6985,699,118,165
13908,698,148,213
5668,698,86,206
14064,697,79,188
10161,697,91,148
9343,696,79,220
3171,695,154,88
6542,695,89,174
4996,695,151,221
126,695,145,96
13903,694,159,180
427,693,100,191
8052,692,109,268
12884,689,58,275
3318,689,22,234
4191,688,143,161
12009,688,42,212
9721,688,125,198
8272,688,46,215
12558,687,127,95
10500,687,110,153
13346,686,121,104
6975,686,87,188
6529,686,139,140
8996,685,73,189
318,683,158,93
7111,683,124,159
8633,683,71,204
6580,681,110,216
3786,680,53,178
8802,680,129,205
2271,679,86,149
3297,679,83,250
6236,678,79,194
7663,678,113,341
6903,678,65,92
3451,678,119,193
120,678,141,154
10379,678,52,170
13323,677,111,224
5308,677,170,110
7141,676,102,208
7900,676,143,135
11924,676,107,177
6745,674,150,170
10174,674,79,136
10331,671,130,135
8811,671,55,179
3194,671,74,191
1962,670,54,269
599,670,39,205
13164,668,59,270
8479,668,93,120
9597,667,96,164
12321,667,81,177
13825,667,115,172
1835,667,84,260
5773,666,46,207
2342,666,43,209
12197,665,71,161
5077,664,140,183
12123,664,82,127
3283,663,95,94
1640,662,128,187
4336,662,72,158
4656,662,69,185
6660,660,82,233
5829,659,104,182
382,658,76,209
11365,657,131,199
6446,657,64,175
3620,657,106,163
12907,656,82,222
8587,655,67,185
2781,654,139,146
12103,654,160,103
5998,650,57,156
13861,650,104,114
8541,650,105,164
9895,649,84,230
5631,649,117,150
8613,649,69,126
8723,648,87,213
2251,647,84,142
4437,647,68,235
10112,647,72,161
1205,647,42,286
6676,647,68,175
9529,647,84,222
10814,646,68,219
805,645,187,112
11097,645,76,198
12802,645,120,218
7359,645,99,251
2453,644,42,172
10588,644,68,172
10336,643,55,146
10926,642,56,198
6326,641,155,132
10532,641,94,141
13863,640,34,134
976,639,124,109
3637,639,104,206
12690,638,124,197
10979,637,71,212
8182,635,95,128
11663,635,109,153
9161,635,45,169
1649,634,77,246
9375,634,71,245
4837,634,54,224
4880,632,95,161
13798,631,97,276
388,631,88,182
11954,630,128,206
515,629,121,227
12229,629,60,250
4599,628,96,137
1362,628,104,179
11872,626,44,196
1456,626,134,164
1079,625,51,219
1710,624,130,177
6796,624,72,161
1800,623,70,187
6571,623,76,135
11158,622,83,171
5438,622,95,187
2633,621,64,115
7415,620,27,126
8954,619,160,139
2437,619,101,125
8187,618,68,197
3695,617,136,147
9457,616,165,209
6133,615,55,184
13216,615,90,137
9358,614,98,116
3343,613,97,186
11833,613,88,208
951,610,59,222
11643,610,124,168
7305,610,46,158
7365,610,69,242
519,610,88,216
404,610,162,203
5016,609,44,212
12758,609,127,184
3339,608,118,155
5041,607,81,130
12550,607,141,200
4439,605,141,183
10716,604,91,148
7131,604,129,177
8250,604,138,253
7035,604,75,173
10817,603,110,134
1401,603,86,192
8426,603,40,182
2260,603,127,146
11245,601,79,151
5711,598,105,166
5927,596,108,149
8906,594,56,162
11639,594,69,188
1643,592,98,209
11037,592,78,140
6521,592,99,133
3702,592,118,232
6078,591,92,205
10864,589,74,132
4179,588,111,140
16,588,76,156
13098,587,100,168
12183,586,93,184
4751,586,45,185
14018,585,138,121
10402,585,133,174
5771,585,127,170
10017,584,105,143
12037,583,124,232
8869,583,203,124
1514,582,80,156
1937,582,107,192
1394,581,103,136
2103,581,79,127
8073,580,84,163
10600,580,25,176
7534,577,21,175
6608,577,96,141
5426,576,131,96
5145,576,62,223
8627,575,52,169
10643,575,57,189
11412,574,70,119
5729,574,102,199
8809,572,39,163
4602,571,121,164
5229,568,120,112
10795,566,100,242
12722,565,95,82
807,564,82,149
2907,564,117,111
6219,563,123,59
3300,563,67,155
1129,561,41,182
7040,561,65,161
13850,561,102,178
6584,560,142,219
13215,560,82,152
10508,558,5,147
10547,556,55,165
2955,555,66,235
4274,555,80,130
12157,555,130,195
11278,552,87,169
13696,552,117,127
6569,552,81,202
10761,552,80,125
460,551,107,138
12319,551,96,100
9772,550,79,179
6863,550,92,139
10967,550,84,110
2184,549,60,258
2926,548,145,278
2026,548,49,170
8118,548,90,153
722,548,81,186
12824,546,37,155
4549,546,98,102
4034,545,62,113
2484,545,41,160
6775,545,94,190
10332,545,42,138
9983,544,102,111
77,544,90,152
8724,544,151,181
4092,543,57,188
8259,543,80,130
12773,542,118,116
780,542,48,225
4156,540,58,184
13691,540,108,134
12342,540,96,181
4865,540,84,228
7660,540,38,177
5543,540,83,140
7454,539,62,107
4559,539,62,163
6974,539,27,145
8609,539,134,114
8029,538,59,201
7772,538,142,151
11225,537,43,169
9815,537,132,158
5763,537,45,195
10939,536,37,155
8661,536,92,100
5309,535,110,148
11998,535,96,124
13783,534,91,119
9435,532,90,164
1233,532,127,164
3947,530,70,146
12948,530,48,175
2050,529,141,188
12547,527,70,190
12506,526,36,167
13415,525,76,120
13701,524,126,150
11454,523,111,155
3926,523,77,187
1887,523,20,189
8916,523,101,147
3359,521,91,138
7948,521,85,133
831,520,89,169
390,518,94,152
7025,517,67,142
3032,517,117,152
2510,517,70,149
10162,517,50,120
8695,516,55,167
12150,516,97,125
3017,516,46,150
13421,515,49,172
11223,514,84,140
10751,514,66,195
10727,513,112,167
13348,512,127,151
7670,511,120,166
10240,511,73,193
2929,510,114,161
6915,510,132,61
13761,510,62,133
13023,510,108,177
8361,510,112,136
12636,510,98,105
9293,509,62,110
11282,509,54,131
9920,508,98,139
3063,508,102,139
8912,507,79,139
362,507,59,165
3814,506,104,132
10021,506,95,161
13876,505,62,144
4074,504,101,157
6997,503,134,123
1356,503,73,223
12972,503,99,202
3249,502,41,108
7817,502,103,97
6643,502,82,129
8979,502,65,124
3289,502,133,136
9952,502,87,83
8285,502,59,107
1124,500,98,156
13263,500,86,128
11731,500,50,178
13633,499,26,219
1892,499,37,115
8313,499,105,152
9574,499,43,130
5611,498,85,199
6528,496,44,143
6453,496,66,102
4934,495,118,153
13265,494,88,94
4657,492,101,182
10715,492,84,157
11733,492,87,187
5220,491,103,161
7602,491,58,159
3937,491,61,94
10816,491,61,158
10033,490,120,159
5865,490,32,158
1329,489,73,120
1313,488,70,115
11974,488,119,157
1638,485,77,167
13065,485,127,149
11549,485,126,45
11060,485,49,154
5900,485,115,110
8075,485,52,209
13131,484,93,114
4759,484,23,253
6540,484,57,167
2856,484,54,130
13973,483,87,132
5491,483,48,185
5942,482,114,161
4818,482,56,195
5732,482,58,185
1224,482,29,99
6618,481,66,190
9480,481,111,168
11512,479,79,116
7392,479,61,110
7289,479,63,189
9024,479,46,122
9653,478,130,158
634,478,65,128
3487,477,73,121
3795,477,102,165
8679,476,56,167
6129,475,73,134
12946,475,37,113
7095,475,81,149
7668,475,82,83
8202,474,69,103
2903,474,90,104
13508,474,78,137
8247,474,62,87
1718,473,47,145
2443,472,41,122
5591,472,75,129
2076,472,64,160
8528,472,73,168
2079,471,78,154
13570,471,44,135
3631,471,74,125
12923,468,76,120
9626,467,61,201
10467,466,137,181
5095,465,56,118
9989,465,41,159
5774,464,57,140
10062,464,59,150
8635,464,45,130
1958,464,53,160
13299,463,102,71
8923,463,71,152
3228,463,85,144
10335,463,44,171
10726,462,101,124
5449,462,56,187
1726,462,82,123
9291,462,74,136
8850,461,116,183
11529,461,112,117
3876,461,89,113
2921,461,61,177
3370,460,72,197
9913,460,22,154
7609,460,49,192
11790,460,94,123
10215,459,43,153
4450,459,105,125
1794,458,129,156
13526,458,84,106
2564,458,69,219
3905,456,87,72
257,455,103,128
8698,454,50,153
4221,454,47,137
14002,454,60,173
12365,454,76,161
591,453,65,159
1625,452,89,167
6445,452,74,135
12233,452,81,165
7050,451,61,107
176,450,81,131
13328,450,111,156
2092,450,43,124
10286,450,103,148
4320,449,102,102
8991,449,79,141
7960,449,100,130
13636,448,104,101
728,448,92,140
7832,448,94,126
6439,447,63,142
497,447,71,106
6478,447,97,128
3103,446,92,120
7491,446,42,134
8804,445,45,91
3708,445,72,84
7064,445,41,97
2362,443,67,160
6461,443,108,84
8171,442,118,127
5869,442,52,112
2899,442,97,142
3213,442,93,105
5242,442,54,102
3817,442,107,114
2620,441,120,75
11705,441,98,188
2753,441,76,114
6502,440,77,145
8716,440,73,153
13213,439,22,158
7978,439,66,208
10454,438,150,107
1630,438,76,175
1770,438,83,169
5892,438,55,155
6854,438,67,126
397,437,49,134
855,437,102,71
12127,436,38,169
9195,436,92,150
10363,436,27,161
11275,435,56,116
9510,435,60,106
5004,435,34,107
3004,433,62,126
3721,433,83,84
12538,433,111,146
9808,433,79,156
6798,432,120,152
6691,432,69,165
9215,432,39,142
3594,432,45,90
642,431,104,172
11804,431,54,121
11632,431,124,152
13104,431,32,107
240,431,81,158
10381,431,46,156
12275,430,87,129
2114,430,95,131
5647,430,103,121
13979,429,12,161
2147,429,31,128
5987,429,43,146
6349,428,52,111
8531,428,127,140
4197,428,76,124
11638,428,31,133
12318,427,73,174
13224,427,69,91
970,427,82,73
2971,427,48,47
7104,427,79,118
5802,426,64,179
4466,426,88,136
11716,426,66,198
3296,425,30,160
12409,425,27,162
7655,424,32,157
8128,424,57,134
10177,424,70,96
10179,424,81,109
5248,424,35,125
4705,423,46,132
2015,423,42,96
1238,423,90,69
8793,422,87,63
13831,422,42,112
9051,422,123,70
7438,421,99,137
3658,421,82,135
586,421,43,160
7208,420,10,189
8145,420,67,159
660,420,96,158
3807,419,66,137
13335,418,79,144
11565,417,58,204
13525,417,97,140
347,417,67,99
863,417,74,87
6821,417,75,91
3735,417,66,175
5602,416,23,103
7856,416,81,108
9766,416,103,139
11204,415,54,133
6631,415,90,140
414,414,96,104
9632,414,41,172
7057,413,53,129
340,413,28,115
3146,413,71,157
2811,412,53,101
792,412,53,155
4112,412,88,150
6662,412,51,135
5581,412,69,141
12121,412,84,185
4088,410,110,152
10107,410,50,99
1491,410,36,111
11021,409,65,138
93,409,61,150
9769,409,28,110
11364,409,65,151
4813,408,46,87
4343,408,66,84
1288,407,110,94
11604,407,72,105
8487,407,33,156
7694,407,77,116
2370,407,57,111
10797,407,95,117
7308,407,94,67
11566,406,58,125
1002,405,80,125
6686,404,113,68
1150,404,65,85
4668,403,48,98
1852,403,51,76
4579,402,38,121
11636,402,34,76
11229,402,38,106
4841,402,52,138
6251,402,29,143
1722,402,72,73
8356,401,42,109
5102,400,52,126
6048,399,68,100
1872,399,63,96
12555,399,79,86
920,399,50,119
9530,398,70,98
3189,398,63,139
3629,397,77,69
12195,397,61,133
7385,396,73,96
13336,396,30,106
535,396,39,137
3535,396,132,63
3489,396,93,132
5049,396,41,85
11742,396,123,158
11985,396,84,136
1462,396,20,153
7000,395,63,84
8017,394,107,145
13725,393,59,96
4128,393,59,110
10466,393,50,118
10122,392,35,99
3159,392,40,126
2933,392,39,138
10836,392,60,151
5406,392,76,193
11957,392,44,100
7511,392,72,175
9219,391,67,126
11460,391,77,167
8436,391,75,114
12435,390,29,135
11498,390,50,133
8148,389,98,135
13330,389,91,124
5986,389,63,103
5964,389,97,118
6109,389,33,150
9799,389,68,119
10297,389,36,130
9722,389,40,95
6836,388,83,111
8868,388,112,112
3325,387,68,156
157,387,82,93
11046,386,42,108
10779,386,102,100
3363,386,28,125
3654,385,58,88
3190,385,74,94
418,385,43,84
5637,385,74,111
12601,385,43,140
1805,385,35,105
12971,384,77,101
6383,384,59,126
11068,383,100,123
5073,383,113,128
6860,383,91,147
8735,382,54,91
12816,382,94,77
9438,382,62,102
4000,381,52,131
13480,381,114,30
12452,380,34,135
14047,380,75,176
1996,379,44,121
2708,378,56,143
783,378,46,141
7210,377,28,107
429,377,108,106
5897,377,60,128
10564,376,87,123
4679,375,53,108
3138,375,55,133
13428,375,81,84
8142,375,87,176
13834,375,58,118
10503,375,13,153
6858,374,90,119
13322,374,87,110
2183,373,33,106
13459,373,47,129
8601,373,11,74
12117,373,97,107
4227,373,39,113
7894,372,59,95
13645,372,48,113
2198,372,33,98
13024,371,51,96
11631,370,78,101
4172,370,71,76
3215,369,46,107
7755,369,41,126
6441,369,74,69
5381,369,91,98
7870,369,58,110
4750,369,109,126
1102,368,27,108
10925,368,99,137
10064,368,33,145
13109,367,58,81
5177,367,43,68
11770,367,87,80
11170,366,47,118
4844,366,37,127
12143,366,60,107
7953,365,43,132
6901,365,88,58
5889,365,44,144
7260,365,32,102
12659,365,66,105
4953,364,94,84
4114,364,67,78
2062,363,50,82
9313,363,52,133
13597,363,83,74
11115,362,53,115
12124,361,68,88
10181,361,26,141
8344,361,70,95
10519,360,64,83
8401,360,66,112
8387,360,34,109
10976,359,50,127
13416,359,34,159
219,359,48,116
3829,359,52,124
9160,358,61,75
10389,358,12,75
12961,358,35,97
10772,357,58,81
10274,357,103,145
11990,356,75,107
5646,355,89,76
7558,355,40,111
5827,355,51,91
8368,354,29,102
9882,354,59,119
2537,354,28,129
5928,354,68,119
5901,353,87,142
11183,353,93,106
58,352,50,113
5206,352,91,92
713,352,43,131
9625,351,48,122
10644,351,111,51
3667,350,41,82
1960,350,59,140
3562,350,68,101
5193,350,74,67
13749,350,67,104
8333,349,77,67
686,348,31,128
9520,348,64,80
1727,348,41,138
10889,347,83,83
12922,347,37,62
12099,347,117,76
11377,347,59,48
13398,347,54,89
12861,346,55,94
6750,345,72,127
12277,345,66,75
2434,344,26,128
9058,344,63,80
13193,344,4,96
2385,344,43,120
138,343,76,88
6035,343,35,94
8327,342,66,126
4913,341,56,98
9715,341,86,85
13409,340,30,63
7096,339,16,57
10886,339,75,124
8050,339,38,118
6627,338,70,70
13681,338,42,103
13866,338,61,110
12193,337,68,137
4164,337,87,115
9990,337,54,113
3994,337,68,97
7325,337,36,118
6052,337,36,76
632,336,49,90
2132,335,38,67
11392,335,77,109
6114,335,62,110
10418,334,33,79
996,334,48,108
11536,334,71,123
4768,334,48,112
13672,334,81,109
2427,333,43,126
2736,333,45,135
9349,333,29,109
6440,333,56,109
11295,332,49,112
1582,332,69,106
259,331,48,93
2966,331,67,113
12703,330,72,127
447,330,44,124
829,329,42,97
13300,329,52,114
3964,329,51,85
233,328,75,48
4390,328,90,84
371,328,90,121
13571,328,69,103
8516,327,59,70
8442,327,65,90
13538,327,49,142
953,327,86,98
8451,327,40,133
1799,327,57,116
1834,326,40,75
7707,326,77,106
13472,326,49,64
4391,326,36,109
6485,325,83,97
3060,325,52,54
894,325,34,117
9589,324,126,176
11697,324,59,129
8505,324,15,107
13521,324,42,100
11510,324,49,91
1105,323,42,100
8962,322,34,142
4393,321,22,85
11419,321,50,82
3322,321,83,112
3613,321,39,78
9230,321,76,101
5648,321,54,71
4052,321,56,85
11815,320,53,86
298,320,53,97
1524,320,35,89
7568,320,11,142
9650,319,65,106
8542,319,43,69
4287,319,61,129
1930,319,52,121
6896,318,46,95
10048,318,60,110
4495,318,76,96
11553,317,67,84
9727,317,20,108
3082,317,37,104
11699,317,69,137
9066,316,65,98
1985,316,48,88
12675,316,24,92
7034,316,64,107
3021,316,27,101
13090,316,31,112
8444,315,43,104
1965,315,87,82
12253,315,72,98
11826,314,31,124
8828,314,68,126
11089,314,36,79
2129,314,19,60
449,313,86,87
7076,313,91,156
89,313,95,120
10040,313,56,72
9223,312,49,78
4762,312,41,96
5857,312,63,98
6507,312,39,46
689,311,39,85
13056,311,60,58
12446,310,40,128
9660,310,58,97
1744,310,35,79
8767,310,29,56
8913,309,34,89
6654,309,20,64
7849,309,34,63
1010,309,96,88
3453,309,57,122
8994,308,46,79
9175,308,88,61
9550,308,54,96
2241,308,42,74
9592,308,59,92
11343,308,67,108
7963,307,36,127
7430,307,55,94
5817,307,32,92
5118,307,69,69
2905,307,50,86
13150,307,89,71
3380,306,38,95
12580,306,90,90
12528,306,37,151
11532,306,48,118
3568,305,97,52
4244,305,60,112
501,305,36,93
12480,304,42,130
10873,304,20,59
6442,304,45,84
6615,303,75,110
1287,303,76,105
5523,303,38,90
7578,303,62,90
3571,303,34,94
7174,303,51,133
2119,302,36,126
1943,302,52,80
8920,302,39,119
892,302,58,90
338,302,65,69
9331,302,65,89
2960,302,47,109
9082,301,61,62
7942,300,80,92
3700,300,34,79
6142,300,55,70
3484,300,64,99
6504,300,66,65
11444,300,15,119
6040,300,54,118
8826,299,55,87
1286,299,49,88
1059,299,72,90
14050,299,44,81
3143,299,14,92
1442,299,65,96
4174,299,45,82
2274,299,20,124
7764,298,84,32
12468,298,102,86
10826,298,30,105
3282,298,39,96
13060,298,71,149
8888,298,40,72
10318,298,22,128
657,298,100,131
4638,297,33,72
8624,297,53,85
12056,297,59,107
13989,297,42,84
9216,297,58,57
8760,297,41,84
1505,296,23,64
5115,296,53,62
9340,296,34,75
6354,295,57,77
924,295,59,94
9745,295,37,90
6010,295,53,103
8579,295,79,61
13394,294,59,92
4464,294,52,89
8476,294,56,88
2053,294,34,117
7743,294,75,89
10592,294,60,67
7242,294,51,112
12765,293,45,78
8431,293,58,110
247,293,51,157
514,293,29,101
7784,293,33,95
8999,293,43,56
8084,293,49,126
910,293,38,58
4925,293,31,109
12788,292,50,84
6855,292,63,36
1334,292,72,107
8253,291,34,100
12031,291,48,83
3607,291,69,102
1822,290,72,113
7706,290,43,120
12228,290,38,95
8320,290,39,75
13222,290,39,77
1666,290,78,76
2621,289,61,52
3005,289,61,116
1742,289,59,82
13509,289,50,88
12450,288,26,90
13292,288,55,79
2163,288,65,119
2034,288,59,61
1932,288,30,134
7781,287,26,78
396,287,92,34
8268,287,56,74
11641,287,47,92
13156,287,61,89
8024,286,77,57
4327,286,31,91
6862,286,47,124
10138,286,89,100
1485,286,82,32
9712,286,82,87
12337,286,69,87
7576,286,36,97
560,285,98,19
10613,285,49,70
11322,285,51,101
8495,285,55,101
5538,284,73,94
3236,284,53,69
6017,284,57,66
5230,284,23,82
13440,284,70,89
2786,284,54,57
768,284,78,96
9139,284,89,75
13775,284,44,188
10743,283,59,100
1931,283,46,105
11761,283,36,70
11568,283,82,111
12735,283,74,75
5884,283,59,52
11143,282,57,78
10906,282,90,87
7081,282,65,60
8696,280,37,92
2653,280,35,75
11447,280,62,59
1656,280,78,37
2000,279,27,62
10465,279,57,84
13988,279,60,105
12738,279,40,61
1120,279,34,80
5687,279,64,77
12457,278,44,93
10257,278,62,81
13180,278,53,108
12237,278,91,107
10396,278,34,85
11465,278,17,69
2589,278,45,65
9917,278,18,106
13945,277,41,76
5358,277,37,85
1274,277,31,99
11784,277,41,65
5383,277,69,61
8905,277,61,73
7513,277,35,90
12805,277,46,58
3713,276,46,87
2024,276,63,67
4889,276,41,89
13284,276,72,108
11051,276,36,69
12280,276,49,95
8517,276,38,124
5516,275,23,116
5146,275,57,95
7301,275,55,51
7607,275,31,86
12107,274,68,56
417,274,70,79
5794,274,56,130
5475,274,32,93
1294,273,47,84
9323,273,35,108
6658,273,49,85
2211,273,91,53
9310,273,58,99
6630,273,47,77
192,272,57,81
8867,272,55,82
2218,272,55,143
3592,271,19,78
7471,271,80,92
5745,271,30,48
13375,271,21,83
8217,271,29,121
11164,271,40,79
10607,270,37,62
10341,270,81,87
11679,270,42,96
5525,270,33,86
5554,270,39,62
522,270,33,87
6703,269,30,58
164,269,40,120
8612,268,32,103
12917,268,50,88
13848,268,76,117
1736,268,68,89
13517,268,39,84
12504,267,64,86
115,267,62,78
8261,267,81,105
11793,267,95,29
10713,267,18,52
14035,266,20,78
11808,266,51,85
5281,266,24,94
4581,266,51,73
6603,266,41,70
9165,265,70,72
4874,265,41,56
6940,265,68,85
10288,265,20,76
6293,265,22,101
11584,265,39,91
3635,264,25,109
3155,264,20,75
4927,264,50,46
3198,264,36,75
6680,264,40,43
8413,263,72,67
8301,263,52,100
6909,263,24,57
3181,263,50,76
6422,263,76,57
6104,262,17,55
12376,262,35,92
4129,262,87,114
6296,261,64,112
7584,261,62,75
6496,261,49,73
6640,261,110,49
12402,260,34,94
2199,260,42,89
7419,260,48,69
5952,260,18,48
6155,260,21,78
10193,259,51,78
5920,259,13,109
614,259,47,98
12649,259,27,78
6829,258,64,94
364,258,59,90
13356,258,49,106
12605,258,79,101
4101,258,38,84
9875,258,33,79
9117,257,47,77
1407,257,76,102
13832,257,45,56
1861,257,27,73
2046,257,64,56
4839,257,45,87
504,256,27,61
8998,256,54,82
4576,256,71,57
4431,255,53,84
10823,255,47,50
4323,255,57,40
14073,255,11,97
7189,255,38,92
4662,255,37,117
12940,254,57,85
11916,254,42,84
3527,253,72,79
3075,253,62,64
12008,253,43,51
1635,253,28,93
8016,253,23,97
8133,253,60,110
1870,252,55,81
3889,251,28,67
8385,251,52,73
12173,251,50,79
3238,251,87,87
5055,251,34,80
11410,251,53,84
9511,251,37,77
10514,251,24,79
10108,251,50,92
6551,251,32,79
6225,251,27,79
9252,250,74,91
8178,250,50,68
10789,250,78,99
7587,250,25,93
11544,250,15,71
6579,250,21,96
10052,249,37,89
8807,249,20,69
10957,249,75,86
10620,248,57,78
11316,248,54,107
1109,248,62,70
5590,248,45,81
12309,248,93,70
13138,248,17,95
6130,248,50,52
8350,248,38,102
3393,248,75,45
10199,248,35,76
7460,247,38,103
3033,247,39,66
7502,247,69,69
10844,247,40,75
9042,247,36,61
5991,247,43,46
1602,247,33,94
9839,246,28,57
13551,246,31,65
6633,246,61,60
467,245,67,49
13777,245,37,62
10694,245,42,65
11889,245,19,83
9003,244,49,83
612,244,60,37
6811,244,46,49
756,244,49,51
9093,244,69,73
2122,244,52,62
8617,244,35,60
9338,244,28,88
13492,244,43,91
11633,244,13,40
6719,244,17,68
13132,243,69,63
5365,243,40,70
12674,243,25,85
2159,243,12,71
442,242,45,88
7435,242,35,83
10981,242,23,78
12784,242,53,101
5565,242,23,85
4385,241,54,67
6743,241,39,77
8764,241,59,72
6262,241,32,82
13329,241,50,89
11720,240,32,39
8326,240,67,58
9166,240,28,80
11131,240,77,55
4040,240,37,104
1829,240,21,73
10895,239,40,134
4502,239,64,93
1447,239,37,49
2725,239,34,100
12657,239,50,69
7905,239,39,71
12211,238,40,63
5453,238,39,69
10692,238,39,101
903,238,29,50
11196,238,47,72
5053,238,14,84
11095,238,28,91
13747,238,64,48
6813,238,37,70
7538,237,65,112
13148,237,35,61
5677,237,37,86
5576,237,46,87
11354,237,41,80
3410,236,42,52
3174,236,37,85
6375,235,43,76
3584,235,44,73
2456,235,21,76
4872,235,39,61
4147,235,20,71
11317,235,36,84
12910,235,27,74
5128,234,43,71
9265,234,28,52
5655,234,87,71
3216,234,47,71
12136,234,25,97
5906,234,50,64
3140,234,19,93
8872,233,26,76
327,233,46,106
5304,233,58,83
2908,233,26,82
13295,232,27,83
5208,232,49,46
7307,232,20,75
1559,231,25,84
5844,231,33,57
11934,231,28,72
7717,231,70,68
9228,231,54,73
3051,231,44,65
12112,231,29,61
9521,231,23,105
9548,231,19,95
12351,231,55,75
6694,230,40,77
12746,230,31,84
1450,230,79,87
6846,230,41,86
2346,230,19,69
13872,230,44,49
2539,230,35,68
8047,230,81,66
6949,230,32,89
10091,229,33,74
1876,229,35,109
2886,229,36,72
10796,229,68,36
8853,229,53,71
2644,229,46,95
13606,228,26,62
10,228,60,90
4251,228,45,70
4554,228,29,90
11645,227,33,76
13583,227,55,96
5140,227,42,90
3230,227,45,42
8096,227,33,78
7084,227,63,106
5236,227,49,80
12930,227,70,100
4589,227,17,101
13189,226,27,56
3838,226,73,66
4415,226,54,63
66,225,35,63
12836,225,41,89
3645,225,27,70
6610,225,27,102
11127,225,42,55
389,225,36,76
2750,225,33,89
13441,224,31,53
9248,224,40,71
13173,224,17,108
4301,224,32,53
6184,223,10,68
8611,223,41,68
825,223,28,71
4407,223,27,81
4154,223,46,92
12128,223,37,91
7291,223,34,28
8887,222,28,72
9620,222,29,62
6819,222,39,64
416,222,36,94
12,221,27,83
11688,221,49,61
11782,221,34,84
4018,221,35,67
8539,221,30,48
10900,221,33,88
1316,221,19,67
13094,221,40,65
