user_id,buy,cart,fav,pv
32919395,5,2,42,627
32922636,9,31,3,640
32927277,10,49,0,1079
32992894,2,3,0,285
33005419,8,15,0,183
33019836,14,70,11,2033
33039526,16,33,3,1467
33050706,18,19,8,983
33054630,2,11,0,665
33077425,13,9,84,3177
33113697,0,0,60,940
33116829,26,225,14,2993
33162726,25,69,51,1099
33166824,1,72,22,1163
33173119,11,54,0,894
33182580,0,2,18,215
33213066,21,64,1,1218
33217959,9,5,11,569
33240232,0,17,2,817
33245877,4,8,0,248
33251710,3,11,1,424
33258136,0,0,0,526
33259936,19,43,0,758
33298619,13,98,0,1896
33303512,17,20,92,4366
33315048,8,4,24,1523
33356728,19,23,100,2208
33359405,15,49,10,1235
33360839,0,1,0,39
33366026,5,0,5,187
33366958,23,94,9,355
33371922,32,180,1,2322
33388747,6,7,0,178
33403236,3,2,0,930
33424560,19,42,63,2840
33448326,225,267,37,2796
33463484,41,427,98,6614
33503479,5,14,0,731
33513319,4,2,36,335
33517755,5,12,14,806
33535844,15,58,5,1647
33539471,3,16,13,643
33544881,21,51,0,1501
33549970,6,8,0,445
33563000,2,2,4,400
33596774,9,160,2,2846
33614374,9,5,4,416
33622339,2,0,8,415
33649704,3,6,13,798
33660702,25,34,53,760
33674599,1,1,13,1109
33682194,2,1,31,2387
33685148,3,6,3,302
33687452,4,6,14,255
33700619,7,60,0,636
33729290,2,3,0,160
33739321,13,6,0,1506
33739957,1,3,0,64
33744583,0,1,1,534
33770972,10,55,1,1674
33797179,63,451,8,6558
33802383,9,51,0,1846
33808787,12,3,25,4110
33816024,14,10,37,564
33824579,4,78,1,478
33829137,2,0,0,1055
33838299,4,14,0,576
33852986,6,9,1,739
33859718,1,0,0,99
33894073,0,0,0,51
33896091,0,4,0,241
33909374,3,5,0,124
33934755,4,0,7,253
33940605,1,1,1,133
33956087,4,63,2,1330
33956784,0,9,0,188
33984927,72,192,150,6637
33987590,7,59,1,819
34014128,3,7,0,274
34064404,4,2,4,118
34104714,9,22,0,1090
34105528,9,7,7,242
34127078,3,0,0,185
34148166,7,0,38,807
34163245,8,2,494,3424
34166947,11,31,2,1188
34187941,24,76,5,2149
34194469,13,13,2,803
34195604,2,69,19,1643
34202353,10,8,0,384
34215574,0,0,0,1231
34232226,3,1,32,879
34251089,3,1,13,1220
34294025,3,2,0,90
34301104,5,2,1,326
34305614,0,7,93,5176
34313030,4,7,30,244
34318191,9,10,35,1631
34320306,9,40,0,627
34346607,5,52,1,776
34358449,7,25,50,1191
34391377,5,34,26,1326
34393089,18,56,15,935
34399720,2,4,0,411
34403746,19,14,1,1241
34404169,5,30,1,987
34413445,5,52,0,2158
34424883,87,397,21,9130
34426955,2,4,5,272
34442641,16,12,37,1308
34453652,39,167,70,3735
34475118,7,15,12,854
34477360,12,9,1,304
34495668,20,46,29,1729
34552652,0,84,8,1238
34553782,4,204,166,6198
34565215,24,67,11,443
34566759,8,5,47,1155
34576265,10,14,28,381
34578527,17,219,5,2553
34598350,1,0,0,110
34604818,3,7,0,243
34605051,11,51,2,1306
34611680,47,83,0,1022
34648649,13,6,5,831
34662425,0,0,0,760
34665001,24,5,34,693
34693663,2,19,0,685
34702432,1,31,0,914
34723367,40,112,66,2122
34731828,2,3,0,555
34757104,4,2,8,351
34761884,4,33,4,992
34769733,4,7,1,155
34771223,9,5,0,480
34795094,9,10,5,972
34798610,4,4,0,175
34798858,14,19,28,1706
34806909,5,6,0,153
34830417,0,17,10,1009
34859812,0,0,0,142
34891822,6,13,0,682
34933963,2,13,0,788
34948661,7,4,19,281
34978960,0,7,1,389
34994624,4,2,1,384
34997471,2,0,11,442
35014928,11,46,17,2006
35019298,7,3,0,410
35048740,1,0,0,269
35050906,1,3,1,127
35071707,0,8,5,281
35074988,3,3,2,451
35087975,5,5,0,132
35095494,21,86,102,2303
35096341,3,20,0,766
35112986,3,9,0,319
35126807,10,0,51,486
35148772,7,56,1,2352
35168420,0,0,0,2
35193012,6,15,3,503
35202757,6,34,16,1211
35205411,20,26,0,926
35217215,0,0,43,254
35254146,3,3,3,677
35264701,7,26,1,513
35272739,9,216,14,4501
35277878,1,0,1,110
35306096,242,557,96,2641
35324602,12,32,104,1464
35338207,93,68,10,894
35342036,1,0,14,1519
35354529,4,13,0,320
35389479,100,204,35,2227
35399865,3,0,0,91
35427753,1,0,0,190
35428862,10,100,2,1202
35465102,10,6,48,1076
35465890,1,1,57,397
35473939,7,3,0,87
35474544,32,8,0,600
35525691,5,2,0,175
35527078,2,2,0,127
35534976,14,11,1,469
35603682,7,13,11,274
35604043,10,3,0,532
35604404,0,1,0,97
35604872,5,0,0,294
35619826,3,0,10,662
35636139,2,2,6,129
35639435,4,1,0,375
35644209,6,2,27,405
35653683,10,62,24,2750
35657002,4,5,11,386
35669832,23,64,5,1177
35699755,11,39,26,2025
35709243,19,56,0,4525
35721757,18,17,21,1692
35722058,11,19,2,331
35739934,10,11,29,1423
35745255,26,2,192,3375
35758348,4,27,350,4283
35758737,16,185,2,1891
35773124,4,6,0,234
35799041,13,83,2,1747
35806116,4,9,30,1496
35817682,0,28,8,2074
35829490,12,8,3,723
35849648,14,103,1,2017
35853904,11,14,9,751
35860790,18,32,79,1433
35896466,10,10,0,128
35898338,5,2,2,52
35919625,8,13,13,465
35921923,23,49,1,901
35927774,3,0,0,6
35935190,0,0,0,3
35941637,23,61,0,908
35948167,10,58,26,2295
35967319,2,5,0,184
35967863,20,123,120,2081
35974755,9,3,4,558
35997460,10,12,6,433
36005648,2,3,0,36
36090137,29,88,7,2027
36103708,3,4,0,198
36110156,9,23,1,352
36120931,0,0,0,31
36142170,3,0,59,748
36164872,1,14,0,395
36166284,19,123,11,1580
36172877,4,1,33,608
36233277,47,328,2935,27720
36246846,2,17,46,382
36247519,6,29,1,1845
36247777,1,16,1,247
36250912,10,1,43,321
36306202,6,61,59,985
36308952,1,2,0,99
36313887,0,0,0,61
36317221,0,0,66,495
36320937,1,0,0,27
36339188,45,173,5,3005
36360174,4,4,3,1253
36370250,0,6,2,254
36394520,0,1,0,12
36404374,6,12,0,1286
36417444,10,20,0,757
36430492,1,0,0,273
36445695,4,14,0,152
36450170,20,19,54,1011
36457777,2,2,74,767
36471333,7,24,1,1030
36481168,3,2,4,64
36497409,23,20,87,5850
36508157,39,72,31,2524
36513563,64,274,244,2221
36517589,16,58,36,1780
36519979,5,1,11,364
36525698,8,18,0,4963
36542583,36,66,0,972
36560243,6,0,0,679
36561036,7,115,83,5100
36564172,6,75,9,1046
36574688,22,130,30,5591
36582945,26,31,147,1491
36593288,30,29,304,5691
36638003,0,1,0,166
36648599,2,0,0,95
36673681,21,56,67,800
36703106,21,61,1,1390
36713639,1,0,0,153
36724667,43,53,2,1230
36738292,21,91,40,1550
36751669,9,13,1,1456
36757197,5,0,0,418
36760677,1,0,1,189
36764652,19,14,167,3484
36778947,0,1,3,77
36808723,12,19,88,1588
36863326,7,10,13,509
36885666,21,7,0,93
36886776,13,17,47,2482
36904941,11,25,5,416
36912686,2,1,0,222
36918674,82,274,10,2579
36932158,10,49,1,1365
36936257,5,1,20,645
36953591,5,39,22,3253
36964346,17,57,5,1324
37004434,2,1,1,415
37008188,16,110,0,542
37017723,32,50,0,303
37019520,1,0,0,34
37054928,17,5,3,436
37064529,13,9,69,2711
37073011,1,2,0,278
37120790,24,12,10,755
37167350,4,0,66,660
37184570,5,5,0,268
37206341,12,41,18,1423
37208119,31,116,3,2527
37209969,1,0,18,1376
37218187,11,17,39,2389
37234220,0,1,0,40
37238566,3,20,2,744
37271419,33,52,1,988
37275754,11,31,54,1392
37305183,11,46,10,1574
37309352,39,104,17,2134
37335665,0,0,0,127
37338448,7,30,0,1782
37357777,15,12,10,8865
37402030,56,111,84,1655
37405144,7,28,28,1035
37409400,0,44,115,2218
37422648,0,0,0,4
37426111,29,324,5,3771
37447725,7,100,1,1971
37456519,7,55,48,1010
37474821,1,1,0,17
37485293,6,1,3,720
37545822,8,5,0,918
37552619,12,4,1,284
37554907,35,136,98,4854
37557912,2,18,1,373
37563035,8,14,1,311
37573814,13,36,0,1139
37600724,14,25,10,272
37601526,20,320,0,2145
37627350,12,45,0,1330
37638767,2,0,8,335
37648682,14,18,149,6302
37652869,9,14,2,2395
37671999,16,30,142,10469
37690066,6,18,1,250
37693647,0,0,0,30
37701876,35,187,22,2399
37708452,5,11,1,659
37709773,2,0,2,268
37711820,6,4,57,1861
37737164,2,0,11,324
37756852,0,6,0,299
37766845,8,48,0,689
37779911,1,1,0,85
37780288,25,107,242,4277
37817890,1,0,0,12
37820897,2,4,6,162
37844114,20,78,1,2295
37880189,69,122,1,1663
37923588,1,1,5,1160
37950224,14,60,0,1731
37951207,2,0,0,10
37959671,0,46,1,709
37970818,17,10,0,921
37981108,44,129,148,1862
37993178,3,1,2,100
37995555,5,1,38,1948
38010001,11,26,2,854
38011304,6,0,0,472
38016396,4,2,0,243
38019351,4,0,7,220
38048555,16,4,17,900
38067964,4,1,1,155
38103038,9,10,0,340
38138471,5,52,1,810
38141991,5,67,129,2234
38173093,1,6,0,148
38181340,8,1,79,3796
38190551,6,9,0,267
38219792,17,4,1,624
38222533,30,52,4,1032
38223900,2,5,1,223
38227021,8,4,19,810
38269947,10,9,35,491
38294231,2,74,1,1042
38306238,1,1,1,127
38357931,16,97,4,1736
38373526,13,89,6,1332
38387226,3,120,1,2768
38478428,16,17,141,1551
38479843,13,33,18,530
38481691,4,32,2,537
38487066,2,7,5,209
38526756,17,23,0,527
38538148,1,1,2,49
38546869,20,2,0,533
38556307,13,8,6,469
38580934,45,89,2,1789
38588481,22,23,81,5055
38597498,3,5,9,141
38638142,12,6,0,2772
38642555,10,2,6,641
38659327,0,0,2,386
38673719,8,12,0,394
38699008,7,90,2,2080
38711762,21,9,8,647
38727575,4,5,1,413
38767724,1,1,0,67
38782215,14,70,118,2570
38839327,45,516,66,11388
38846318,0,0,0,8
38855741,4,54,4,2111
38869693,6,3,0,738
38885211,11,10,1,399
38897535,20,53,35,802
38913959,8,14,20,976
38915660,4,55,1,1645
38935686,17,36,36,1502
38949342,7,6,0,288
38965559,3,4,0,109
38968501,30,73,91,2505
38968550,4,1,2,371
38997101,3,14,1,418
39017588,4,1,3,424
39039752,16,8,0,2073
39066078,15,19,5,2124
39079609,11,21,0,290
39090755,37,81,6,1850
39095072,5,1,0,13
39096760,2,2,4,156
39108941,19,32,279,2196
39112469,6,34,0,490
39128743,6,17,0,429
39141608,13,31,0,243
39159742,0,20,0,494
39201973,9,18,24,3676
39222343,19,44,12,1538
39248540,1,2,45,707
39280271,11,36,1,497
39283381,21,29,55,1677
39301597,26,5,0,976
39321004,4,6,0,238
39324037,24,91,4,1201
39331817,6,28,4,310
39367110,26,151,247,1885
39368828,2,18,0,626
39379065,7,74,5,1459
39395202,14,9,5,1468
39413973,24,10,0,2477
39416908,12,5,3,681
39420666,25,209,8,2683
39421120,1,7,1,1578
39427521,9,20,129,1630
39430343,37,60,1,1043
39431130,9,11,2,1883
39441936,2,3,1,65
39445216,20,71,14,1282
39454183,18,39,1,2721
39470978,9,16,12,543
39497489,38,73,8,728
39526193,19,129,92,7042
39531225,1,2,0,42
39544337,14,56,4,1029
39576434,8,2,10,811
39602501,5,43,3,727
39609119,12,20,1,1010
39619583,6,107,0,869
39630527,24,41,4,707
39631533,1,7,0,255
39660335,19,12,19,531
39675115,13,55,1,777
39690010,18,50,2,513
39741393,23,61,0,368
39744838,3,9,0,145
39751143,13,40,0,1102
39763083,21,3,29,896
39775594,0,0,0,91
39780652,3,18,7,1834
39789041,0,0,35,204
39789593,6,26,0,1010
39825915,13,48,60,823
39831836,7,7,0,588
39841304,15,7,84,1402
39848859,7,1,3,865
39849534,10,49,0,1175
39861556,29,18,15,578
39875541,0,1,0,393
39876312,4,12,2,569
39880792,20,60,37,1247
39883816,1,1,0,83
39903978,14,6,52,579
39912392,3,1,0,20
39912401,13,24,109,3230
39927445,5,4,3,151
39932070,13,94,1,1011
39933731,1,2,2,179
39939822,0,11,0,567
39951811,29,33,76,1012
39980640,2,7,0,185
39980859,7,21,78,677
40014282,0,0,0,25
40026875,5,30,2,551
40070893,5,12,1,542
40081301,2,22,0,368
40109600,1,0,0,100
40117023,7,19,5,726
40122764,17,47,0,756
40137551,32,1,62,1949
40163921,5,13,0,155
40164889,12,6,5,827
40167124,0,4,1,1303
40174741,15,3,4,581
40211203,36,40,247,3637
40226923,51,16,7,2079
40230576,4,10,38,200
40246206,22,16,3,317
40259154,2,6,0,131
40282906,7,36,2,664
40304574,3,14,1,174
40310645,6,3,1,629
40348089,10,1,4,301
40358819,1,0,1,108
40364499,40,100,43,3249
40364641,117,273,18,2334
40423397,13,15,1,593
40431183,6,15,0,1551
40438806,0,5,35,1575
40456641,9,19,4,1274
40459733,37,57,1,2414
40492706,3,2,4,444
40543017,0,4,2,178
40551843,0,0,0,5
40555711,2,0,5,55
40557275,13,9,5,926
40586226,16,5,20,1455
40605509,4,11,3,473
40607709,6,13,141,1212
40694580,2,1,0,49
40711894,15,50,24,1256
40719208,17,90,1,1197
40727661,11,6,9,518
40729803,1,2,10,280
40729947,94,219,37,2995
40734813,7,1,40,815
40759239,0,3,0,548
40781736,67,103,73,1581
40786964,1,0,0,319
40788357,7,5,0,190
40798219,11,2,3,574
40814715,10,5,50,971
40815020,3,1,1,847
40822060,5,4,29,418
40826918,12,31,3,1376
40831109,6,9,59,1043
40833290,14,47,1,1101
40873042,1,10,0,632
40884180,1,8,0,464
40893979,1,0,0,3
40917063,11,2,1,1008
40917728,0,36,2,901
40973276,14,24,54,4192
40974590,2,4,33,425
40978309,6,21,1,1360
40979555,12,55,4,1583
41017872,6,18,7,4178
41021470,4,12,38,495
41034768,24,115,1,717
41037826,15,27,0,1027
41079190,4,4,8,339
41081290,6,37,0,773
41103398,0,0,89,1650
41107544,0,1,1,782
41120025,14,24,0,169
41138904,1,68,8,1029
41158917,11,29,0,853
41182866,3,32,1,754
41200428,1,0,0,191
41211181,8,5,3,1313
41219954,0,0,0,3
41228489,0,4,21,589
41233588,9,4,43,878
41261027,7,4,19,461
41265943,13,14,0,319
41267769,8,1,71,1617
41268198,20,82,64,3184
41279667,7,34,0,1362
41286340,16,61,4,2464
41291540,4,2,0,304
41309171,0,0,0,104
41320562,10,24,1,1596
41324527,24,59,14,1838
41333358,5,48,0,394
41349842,8,2,0,187
41388946,4,47,2,1925
41440011,7,9,5,1033
41442365,10,9,6,491
41449959,4,9,7,594
41465121,4,2,7,112
41487930,29,83,0,509
41509515,0,21,1,333
41539251,6,3,0,374
41547180,18,27,6,763
41564229,9,0,55,675
41566029,2,5,27,688
41575513,3,19,1,862
41584192,26,98,143,2777
41599542,3,0,8,262
41650796,6,15,0,619
41671149,7,33,1,887
41705089,4,2,2,585
41718632,0,16,3,817
41731853,0,0,0,8
41745316,12,133,0,1590
41745786,8,44,0,1519
41753507,11,13,2,397
41774315,6,10,2,547
41786809,6,7,2,415
41789801,4,7,28,386
41798966,20,16,11,3287
41818010,5,0,5,371
41825235,9,3,2,123
41831177,17,5,94,1721
41865396,43,88,3,1320
41868482,17,15,3,304
41872955,3,5,1,953
41890917,9,18,16,699
41897121,0,0,0,15
41907729,3,1,22,1236
41919803,13,36,1,988
41929479,15,28,102,1024
41938273,11,60,42,2143
41979181,26,125,5,1493
41986120,2,0,4,247
41986655,15,321,145,3708
41993155,1,9,33,693
42012969,5,1,0,631
42021027,0,0,11,177
42024448,3,9,0,289
42031986,10,26,23,1743
42049337,8,0,58,2395
42049679,6,1,23,1156
42063682,3,8,1,1003
42085231,2,20,2,1049
42089925,16,46,92,2269
42111305,13,51,50,997
42112755,4,1,0,345
42113872,44,106,0,1836
42137404,6,13,0,122
42170243,26,40,33,918
42208524,11,140,3,2674
42210592,18,11,1,830
42213703,23,0,53,1014
42225359,0,0,4,13
42227520,17,11,0,912
42248597,4,6,0,162
42277201,30,8,0,125
42281108,25,25,0,53
42340446,1,0,0,23
42356075,0,6,0,465
42391011,6,5,17,700
42407685,1,6,0,409
42427256,10,13,0,841
42447641,7,5,0,682
42450575,3,6,25,1021
42453068,0,0,0,73
42461054,19,43,0,632
42479497,1,11,13,784
42501145,8,44,4,2994
42503802,3,19,1,393
42526349,20,42,1,1198
42527310,0,6,0,290
42565296,7,14,14,482
42599112,34,8,189,4018
42601828,3,10,1,297
42636726,3,16,0,185
42653201,0,0,57,596
42653601,14,16,50,1376
42676532,14,37,3,738
42677791,11,7,0,792
42681705,10,22,0,129
42694858,9,67,4,1089
42719621,3,16,0,387
42723928,5,41,0,448
42743566,25,25,477,2151
42756881,0,0,0,366
42768689,8,3,0,153
42801008,0,0,0,49
42819104,6,4,0,128
42844200,0,20,0,293
42851945,1,12,0,804
42864059,6,0,2,901
42879294,9,29,0,1016
42924297,1,7,0,183
42930798,7,45,0,2504
42966250,21,35,2,1147
42973948,56,37,53,1689
42982005,5,48,0,554
42986678,15,20,1,1461
42993694,6,2,3,205
43022968,13,18,14,1212
43032378,21,46,192,2830
43042442,8,12,29,1080
43051852,3,1,59,7048
43052420,70,80,70,3521
43056888,1,21,0,140
43072618,15,32,8,2164
43084101,3,7,0,537
43109583,11,25,0,550
43136382,43,166,0,2281
43139118,11,13,41,733
43150394,18,44,7,3312
43186720,0,0,47,1307
43234037,4,18,21,324
43235372,0,2,0,51
43238774,18,34,122,904
43245800,5,3,0,673
43250746,14,542,473,3089
43264060,5,11,0,785
43284343,8,5,98,2365
43288343,9,8,47,1266
43294769,31,52,3,707
43300693,19,87,3,2905
43348892,5,3,87,668
43349674,21,18,36,593
43380742,8,6,0,412
43399261,6,21,4,1909
43409746,27,6,12,425
43445641,0,5,95,867
43468469,10,1,13,2864
43472060,11,18,80,1830
43488815,17,30,2,1032
43491458,9,23,9,1108
43522898,11,21,0,321
43545603,2,13,5,392
43586684,7,10,2,2462
43587789,6,10,2,242
43592945,56,194,13,3288
43600529,0,0,0,168
43603561,3,0,34,776
43621565,44,86,45,1097
43622802,24,42,0,384
43624984,23,45,0,1307
43626933,4,0,138,1971
43631068,14,83,7,2180
43645191,10,2,0,156
43660726,21,91,1,1113
43729347,8,28,53,1262
43735631,16,6,12,461
43738222,11,9,102,858
43759361,4,1,3,68
43761964,23,47,0,308
43794910,40,266,13,4157
43796808,6,78,87,876
43801317,1,6,0,73
43803932,30,43,6,1974
43841794,7,0,8,362
43855246,48,97,67,4933
43856355,13,8,0,137
43857558,10,27,156,3179
43858783,4,19,1,305
43864355,19,13,55,2152
43864538,14,56,347,3838
43865641,5,2,23,1093
43916471,15,37,0,718
43931030,0,12,0,344
43953561,1,0,1,170
43971939,1,8,1,109
43979611,7,5,10,416
43983889,0,6,0,546
43987061,5,8,1,312
43991184,1,3,0,175
44005966,40,58,65,1993
44013360,0,1,2,449
44041747,10,16,100,713
44048864,2,0,0,170
44057668,4,0,0,208
44059193,33,133,10,2273
44073291,1,0,29,306
44076621,2,5,11,406
44088250,0,0,0,166
44109897,7,0,9,961
44130547,20,20,0,1328
44138845,3,0,7,937
44140222,26,132,45,1686
44144817,0,1,0,522
44152472,8,19,14,397
44154986,25,44,82,2470
44189601,3,92,0,859
44193672,142,128,4,4430
44220176,5,0,1,215
44221621,5,13,0,187
44224665,9,28,0,1163
44247352,0,2,1,192
44267557,2,17,1,211
44317470,0,0,2,87
44324837,30,144,2,2199
44365875,18,23,8,2311
44381467,14,30,127,1509
44389792,11,45,7,2014
44392514,8,46,0,1777
44397875,0,0,0,37
44416128,4,5,0,48
44431225,2,3,9,149
44433489,1,1,3,236
44444422,4,23,26,791
44445119,1,4,0,402
44446177,6,11,0,391
44448258,3,2,3,34
44462249,2,31,0,397
44479518,9,5,19,1879
44492877,5,4,8,285
44500908,22,18,0,979
44503140,3,19,1,695
44521455,1,0,0,265
44542843,1,2,0,802
44547812,0,0,0,25
44567219,0,1,0,7
44573524,8,5,8,466
44580650,30,13,8,699
44614693,11,7,0,225
44632141,2,0,0,71
44640814,6,32,34,1234
44663398,2,12,1,354
44683766,15,1,13,905
44706382,3,19,0,654
44710562,5,2,9,1420
44711100,9,25,0,1465
44725106,7,18,12,465
44738368,9,20,1,1397
44748590,17,14,98,1596
44806939,61,220,1,4956
44808401,9,34,0,519
44817147,41,270,2,1400
44849978,3,26,11,528
44850256,3,49,0,325
44875328,5,1,1,229
44880226,24,50,6,2013
44908934,22,43,63,2291
44909131,48,85,3,982
44914992,23,31,0,467
44961770,0,0,0,35
44976866,0,0,0,121
44981629,0,3,1,519
44985159,5,0,0,20
45021776,0,2,0,49
45022376,2,2,13,353
45051306,4,2,0,609
45069561,3,48,1,640
45073084,12,5,60,780
45074656,3,2,0,308
45079225,23,84,6,526
45081001,37,117,124,2583
45094965,2,4,0,466
45101614,6,5,0,378
45133531,8,4,25,443
45149630,11,13,0,123
45159377,2,5,0,72
45163199,4,4,0,35
45180723,0,0,0,297
45206837,0,0,12,344
45208426,4,0,5,159
45253676,1,4,3,1061
45258440,1,5,1,249
45285339,0,2,20,639
45317186,1,3,0,278
45360868,27,106,76,2350
45384478,7,44,15,2312
45398630,0,0,0,90
45405795,0,0,1,315
45433328,3,71,2,3421
45434795,1,0,1,53
45460855,2,12,0,166
45463421,26,16,58,2086
45473276,42,258,0,3013
45487249,0,21,20,563
45519798,0,10,0,180
45541267,5,6,0,126
45542148,4,16,0,317
45543836,0,0,0,79
45544099,4,5,4,561
45563112,41,137,15,2144
45581890,6,1,5,128
45598577,13,20,1,490
45612771,5,0,1,112
45616833,2,19,0,381
45620035,22,37,0,1268
45642765,5,2,3,60
45649071,30,977,101,11239
45659906,13,67,1,1468
45660059,23,76,2,1858
45714300,5,4,1,191
45743550,117,350,83,5934
45754541,9,38,0,505
45772052,10,17,59,907
45773960,8,0,0,428
45795160,7,4,1,161
45796530,6,25,2,958
45801743,1,7,59,411
45820472,1,0,0,111
45824154,16,16,0,947
45865960,9,39,71,2306
45881494,1,0,0,8
45892186,6,10,0,666
45897708,0,5,59,744
45900362,7,3,0,385
45921788,28,13,1,1703
45926523,24,55,270,1523
45943442,11,4,23,1775
45966877,46,87,62,3877
45986000,5,5,7,34
46010057,4,14,2,611
46010609,15,7,5,509
46011980,7,3,3,232
46023224,12,76,39,2772
46037072,3,2,0,171
46043523,2,5,0,801
46058933,0,0,0,46
46066007,0,0,10,2984
46086237,1,1,1,120
46094459,3,19,1,578
46112521,15,34,7,765
46129619,1,1,1,66
46133505,49,87,20,3024
46143156,11,18,33,1097
46207221,0,2,0,76
46231195,14,81,0,1225
46241573,2,2,0,113
46247152,31,129,73,1010
46249710,4,10,0,204
46274658,1,34,1,3329
46288368,10,18,17,1295
46312993,11,53,1,437
46313814,5,19,41,1804
46327874,3,6,93,589
46334333,7,3,6,561
46344003,31,14,1,710
46349725,4,11,0,407
46351917,0,0,0,11
46375902,3,0,0,460
46387925,1,2,0,52
46405869,12,6,40,739
46408460,5,11,10,228
46428221,4,2,0,6028
46433093,4,0,7,275
46445715,1,3,0,826
46448251,0,0,0,6
46455628,4,2,0,151
46468680,13,14,1,1257
46468716,12,3,2,359
46482511,15,11,1,1243
46483165,9,12,2,1619
46485348,5,48,3,735
46486820,11,21,3,383
46515907,2,6,0,435
46523853,10,30,0,993
46591450,7,7,1,286
46598584,14,20,60,1215
46607628,32,63,2,1274
46610519,19,13,30,1366
46611643,14,7,7,420
46661434,4,16,0,94
46661935,84,61,80,3536
46669341,2,0,0,270
46716857,3,3,2,49
46728090,9,13,0,925
46793743,7,10,70,1024
46830856,0,7,0,240
46840769,2,1,1,106
46877762,2,27,0,300
46914246,22,14,0,1277
46945718,1,6,0,111
46955464,8,16,0,690
46978329,5,10,25,327
46989305,2,1,26,411
46997903,19,49,0,736
47009589,8,2,0,403
47011604,3,0,1,359
47038183,10,53,43,2678
47043568,3,4,1,270
47047755,4,9,0,265
47060411,62,48,3,3672
47063673,3,0,9,418
47065671,24,115,4,3367
47065920,0,35,33,717
47068102,0,0,0,35
47069591,0,0,2,49
47071587,7,4,0,365
47074069,0,0,12,384
47087121,18,34,10,709
47090672,13,5,39,655
47106355,3,17,0,637
47109361,19,76,26,2539
47109924,8,57,3,960
47128004,5,0,55,651
47136810,0,146,25,1472
47137081,0,0,5,285
47152738,5,23,1,924
47153697,31,35,113,2126
47220515,7,57,14,935
47237907,34,30,0,1258
47241390,31,165,0,1556
47248096,7,1,0,406
47257431,21,100,2,1754
47272457,12,49,1,362
47289191,17,0,1,1484
47293396,28,577,24,3853
47293645,1,11,0,221
47294743,2,4,1,102
47296218,20,63,0,1001
47318955,0,1,0,97
47321502,0,0,0,6
47321903,12,15,64,2140
47328088,42,101,272,4770
47333914,15,45,3,813
47399128,2,4,0,98
47410940,1,11,0,211
47416853,6,0,15,1457
47428428,10,24,3,2434
47436377,15,9,1,307
47439748,9,90,0,1105
47534581,2,4,0,635
47548482,13,21,10,1021
47551029,32,159,1,5359
47592059,9,1,0,238
47630700,6,22,0,355
47675537,14,0,84,1319
47679514,3,13,1,262
47693061,10,91,32,1229
47710892,8,31,0,324
47720492,10,21,55,740
47727944,4,0,1,422
47735893,21,43,0,920
47753824,6,2,23,877
47763414,4,0,1,33
47780833,3,6,1,210
47792171,5,6,0,174
47813095,18,127,1,2584
47825067,1,10,3,284
47874120,78,316,4,4258
47883477,0,0,0,90
47888992,8,110,1,759
47899491,6,0,40,710
47908754,6,17,97,1169
47924940,18,31,0,249
47942346,2,0,73,661
47961060,0,0,0,586
48059114,7,21,4,799
48099335,10,10,1,750
48123195,5,8,62,841
48144461,7,4,4,260
48186482,9,25,30,697
48236976,24,9,18,915
48255673,4,14,0,1540
48258563,14,21,0,825
48270094,11,94,84,2542
48292690,19,59,1,1077
48304965,2,7,3,333
48315003,0,0,1,175
48327589,23,45,4,2091
48377656,0,1,20,1024
48409126,30,66,46,376
48420009,4,16,1,541
48425797,0,39,0,339
48434349,1,0,0,22
48445034,21,318,77,3288
48462900,6,2,12,461
48467850,0,9,0,141
48468739,7,24,1,1279
48470191,13,93,323,3120
48480943,3,18,1,569
48505064,1,9,0,129
48509295,4,5,2,3148
48510598,3,4,1,418
48619165,35,128,2,1381
48677702,25,20,462,5435
48689754,9,5,2,422
48700638,1,2,68,1285
48702002,0,0,0,224
48722344,8,8,0,516
48752418,9,118,172,5486
48767456,47,174,116,2942
48776635,40,115,244,5186
48777158,8,19,77,1098
48793683,45,200,150,7970
48809451,12,35,168,1769
48814012,0,20,3,340
48830771,0,5,0,67
48836510,7,57,193,5423
48851432,7,3,1,252
48862112,14,8,0,321
48862784,2,6,0,246
48867580,2,112,0,1230
48885147,16,91,57,2525
48890303,2,0,1,355
48897519,28,8,139,2173
48908899,14,32,30,2342
48920955,21,84,2,1459
48942128,0,45,1,755
48951212,0,16,0,687
48952279,0,15,63,829
48962129,1,0,0,128
48962145,6,34,1,843
49000569,2,0,19,999
49002030,3,27,0,410
49003690,21,33,135,1732
49007368,3,5,4,256
49007854,22,12,0,443
49007972,6,15,1,439
49026431,38,23,0,828
49046459,0,3,0,418
49068752,7,9,47,1352
49088987,0,3,1,376
49105165,22,29,21,526
49176199,6,0,1,226
49189791,12,37,2,1460
49189810,30,61,347,3119
49243199,4,19,0,579
49252659,3,0,2,383
49272447,3,0,9,141
49273084,13,7,1,282
49279997,5,1,0,405
49285159,3,16,0,126
49296993,6,23,0,701
49303053,17,36,0,427
49337150,18,34,0,1178
49362840,12,2,3,566
49371675,13,19,33,1106
49394233,22,72,2,5297
49396813,10,84,0,1597
49421729,17,80,0,1285
49429733,27,35,291,1505
49452583,13,117,2,2051
49456764,3,12,24,394
49458175,12,20,0,582
49461201,4,12,0,161
49512453,16,42,50,1162
49520808,18,12,10,1245
49542384,16,33,171,4220
49546726,8,9,61,3129
